snr,experiment_name,source_wav_id,chunk_index,y_true_w_m2,region,weight_randomforest,weight_conformer,weight_alexnet,weighted_diagonal_w_m2_squared,weighted_cross_w_m2_squared,ensemble_minus_best_single_sse_w_m2_squared,ensemble_minus_equal_sse_w_m2_squared,prediction_randomforest_w_m2,residual_randomforest_w_m2,sse_randomforest_w_m2_squared,miss_randomforest,false_alarm_randomforest,prediction_conformer_w_m2,residual_conformer_w_m2,sse_conformer_w_m2_squared,miss_conformer,false_alarm_conformer,prediction_alexnet_w_m2,residual_alexnet_w_m2,sse_alexnet_w_m2_squared,miss_alexnet,false_alarm_alexnet,prediction_ensemble__inner_holdout_w_m2,residual_ensemble__inner_holdout_w_m2,sse_ensemble__inner_holdout_w_m2_squared,miss_ensemble__inner_holdout,false_alarm_ensemble__inner_holdout,prediction_equal_offline_w_m2,residual_equal_offline_w_m2,sse_equal_offline_w_m2_squared,miss_equal_offline,false_alarm_equal_offline
-8,2025.06.18_0.3_3,index=12.434018,27,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,614945033.5264702,779610498.5532273,1351355859.2674422,-944306350.369035,372382.96875,-61635.11455,3798887345.5916214,0,0,427445.4375,-6572.645799999998,43199672.81225762,0,0,357140.5,-76877.5833,5910162814.048439,0,0,396674.33506713377,-37343.74823286623,1394555532.0796998,0,0,385656.3020833333,-48361.781216666684,2338861882.4487348,0,0
-8,2025.06.18_0.3_3,index=12.434018,28,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,462126325.4748374,774639435.3142648,1102722431.3092191,-736619581.184376,367878.25,-66139.8333,4374477548.951789,0,0,422440.375,-11577.708299999998,134043329.47988886,0,0,378467.21875,-55550.86455,3085898552.2524467,0,0,398850.4026714867,-35167.68062851328,1236765760.789108,0,0,389595.28125,-44422.80205,1973385341.973484,0,0
-8,2025.06.18_0.3_3,index=12.434018,29,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,526297242.6265645,751561207.6558497,977750829.2054452,-8833570.274242163,416694.46875,-17323.61455,300107621.07697165,0,0,402609.59375,-31408.48955,986493215.8124591,0,0,375138.71875,-58879.36455,3466779569.8117967,0,0,398270.93725612096,-35747.14604387904,1277858450.2824168,0,0,398147.59375,-35870.48955,1286692020.556659,0,0
-8,2025.06.18_0.3_3,index=12.434018,30,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,390256337.7903296,252608916.71262053,529140803.09756196,164071139.93295425,444682.25,10664.166700000002,113724451.40538892,0,0,405021.9375,-28996.1458,840776471.2548575,0,0,386705.96875,-47312.11455,2238436183.192322,0,0,408663.29569483653,-25354.787605163467,642865254.5029509,0,0,412136.71875,-21881.36455,478794114.56999665,0,0
-8,2025.06.18_0.3_3,index=12.434018,31,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,202085403.39707357,131717712.38649401,329215977.95838505,-315803166.90789825,401035.40625,-32982.67705,1087856985.3845966,0,0,436159.84375,2141.7604500000016,4587137.825184209,0,0,388396.875,-45621.2083,2081294646.7519886,0,0,415747.8037240447,-18270.279575955297,333803115.7835693,0,0,408530.7083333333,-25487.374966666684,649606282.6914675,0,0
-8,2025.06.18_0.3_3,index=12.434018,32,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,296958077.1760061,363123980.0047262,581643542.9663761,-289259412.0595504,408920.40625,-25097.67705,629893393.3060967,0,0,425161.53125,-8856.552049999998,78438514.21435918,0,0,375538.15625,-58479.92705,3419901867.7733216,0,0,408326.02115659206,-25692.062143407937,660082057.1807352,0,0,403206.6979166667,-30811.385383333312,949341469.2402856,0,0
-8,2025.06.18_0.3_3,index=12.434018,33,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,644842191.27825,1289167332.8051891,1134939124.6068535,-611828892.4773915,364594.34375,-69423.73955,4819655613.106234,0,0,405750.25,-28267.8333,799070399.4765888,0,0,380340.75,-53677.3333,2881256110.199289,0,0,390040.708161374,-43977.37513862603,1934009524.0834424,0,0,383561.78125,-50456.30205,2545838416.560834,0,0
-8,2025.06.18_0.3_3,index=12.434018,34,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,644386421.9672182,1219922898.315916,1325892890.7075546,-675763527.1044211,374009.90625,-60008.17705,3600981312.8641467,0,0,410814.28125,-23203.80205,538416429.5755842,0,0,366032.65625,-67985.42705,4622018291.170872,0,0,390840.4349124009,-43177.648387599096,1864309320.2831388,0,0,383618.9479166667,-50399.13538333331,2540072847.38756,0,0
-8,2025.06.18_0.3_3,index=12.434018,35,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,886300172.9461234,1616710427.1435723,1845321068.672658,-925822590.1472874,367871.90625,-66146.17705,4375316738.3299465,0,0,408372.625,-25645.4583,657689531.4170388,0,0,350141.0,-83877.0833,7035365102.915138,0,0,383987.9863573626,-50030.09694263741,2503010600.089697,0,0,375461.84375,-58556.23955,3428833190.2369843,0,0
-8,2025.06.18_0.3_3,index=12.434018,36,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,698789886.3751261,1119031895.11682,1596227235.856643,-938305716.3692367,370596.0,-63422.0833,4022360650.1121387,0,0,419132.03125,-14886.052049999998,221594545.63530916,0,0,354829.71875,-79188.36455,6270797080.103697,0,0,391382.1620423099,-42635.92125769012,1817821781.4919522,0,0,381519.25,-52498.8333,2756127497.861189,0,0
-8,2025.06.18_0.3_3,index=12.434018,37,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,679417036.1303043,1197686515.911764,308147328.638361,-150474452.44310665,382065.84375,-51952.23955,2699035194.260584,0,0,394408.03125,-39610.05205,1568956223.4037092,0,0,390494.46875,-43523.61455,1894305023.4969716,0,0,390692.5301928316,-43325.55310716841,1877103552.0420702,0,0,388989.4479166667,-45028.63538333331,2027578004.4851768,0,0
-8,2025.06.18_0.3_3,index=12.434018,38,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,319500630.78607696,500632727.9470852,594213045.5681074,-250605467.02329266,406678.21875,-27339.86455,747468193.6123466,0,0,418987.4375,-15030.645799999998,225920313.1650576,0,0,378222.15625,-55795.92705,3113185475.3689218,0,0,405380.1127236277,-28637.97057637229,820133358.7331649,0,0,401295.9375,-32722.1458,1070738825.7564576,0,0
-8,2025.06.18_0.3_3,index=12.434018,39,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,3290419709.2384887,5214258806.834815,1690972261.857463,93060225.92200565,351472.90625,-82545.17705,6813706254.215846,0,0,342213.125,-91804.9583,8428150368.464739,0,0,333223.59375,-100794.48955,10159529123.64506,0,0,341797.2694016543,-92220.81389834569,8504678516.073309,0,0,342303.2083333333,-91714.87496666668,8411618290.151303,0,0
-8,2025.06.18_0.3_3,index=12.434018,40,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,369260190.41239667,415778486.79179657,782180605.3099561,-689348525.2984565,370670.5,-63347.5833,4012916309.9504385,0,0,432327.5,-1690.5832999999984,2858071.8942388846,0,0,383863.0,-50155.0833,2515532380.829939,0,0,405999.54163195106,-28018.541668048943,785038677.2041949,0,0,395620.3333333333,-38397.749966666684,1474387202.5026515,0,0
-8,2025.06.18_0.3_3,index=12.434018,41,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,511642844.4721477,1011040615.7734182,1033682568.524373,-569312625.6983731,371527.28125,-62490.80205,3905100340.852284,0,0,411904.71875,-22113.36455,489000891.72119665,0,0,381407.21875,-52610.86455,2767903068.6984468,0,0,394996.5064450654,-39021.576854934625,1522683460.2455697,0,0,388279.7395833333,-45738.343716666684,2091996085.9439428,0,0
-8,2025.06.18_0.3_3,index=12.434018,42,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,660566946.8593963,1192156164.698324,1517455950.3954887,-886471164.675781,364758.0625,-69260.0208,4796950481.216433,0,0,415707.78125,-18310.30205,335267161.1622341,0,0,364576.46875,-69441.61455,4822137831.310772,0,0,390974.8130762156,-43043.27022378438,1852723111.5577228,0,0,381680.7708333333,-52337.312466666684,2739194276.233504,0,0
-8,2025.06.18_0.3_3,index=12.434018,43,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1364756987.2357016,2632497018.463084,2579221618.615054,-1247805233.4583817,349934.5,-84083.5833,7070048980.568039,0,0,396361.3125,-37656.7708,1418032387.0837326,0,0,338490.09375,-95527.98955,9125596787.464909,0,0,370794.2428147939,-63223.84048520611,3997254005.6987867,0,0,361595.3020833333,-72422.78121666668,5245059239.157168,0,0
-8,2025.06.18_0.3_3,index=12.434018,44,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1757589569.3871608,3171455858.468539,1732278543.2899685,-590673731.6014643,365336.1875,-68681.8958,4717202810.682057,0,0,377478.125,-56539.9583,3196766884.5657387,0,0,336355.5,-97662.5833,9537980176.82944,0,0,363810.92249815795,-70207.16080184205,4929045427.855707,0,0,359723.2708333333,-74294.81246666668,5519719159.457171,0,0
-8,2025.06.18_0.3_3,index=12.434018,45,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1041821451.0642102,2022866023.7804475,1589905069.0190046,-708329069.510972,365369.1875,-68648.8958,4712670894.5592575,0,0,395615.1875,-38402.8958,1474782405.8256576,0,0,356795.21875,-77222.86455,5963370809.307647,0,0,378658.4637669445,-55359.61953305552,3064687474.844662,0,0,372593.1979166667,-61424.88538333331,3773016544.355634,0,0
-8,2025.06.18_0.3_3,index=12.434018,46,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1414171900.2983282,2556447716.4570174,1156427640.0402102,-407675584.30606365,369431.75,-64586.3333,4171394449.1386886,0,0,380969.125,-53048.9583,2814191976.715139,0,0,353147.3125,-80870.7708,6540081569.786133,0,0,371005.23050983227,-63012.85279016773,3970619616.755349,0,0,367849.3958333333,-66168.68746666668,4378295201.061413,0,0
-8,2025.06.18_0.3_3,index=12.434018,47,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,94522354.33223917,-26141305.997490954,65633707.44288973,-44064650.626717284,436545.125,2527.0417000000016,6385939.753538898,0,0,435675.59375,1657.5104500000016,2747340.891859208,0,0,398021.40625,-35996.67705,1295760758.6419966,0,0,425748.79987670697,-8269.283423293033,68381048.33474894,0,0,423414.0416666667,-10604.041633333312,112445698.96146622,0,0
-8,2025.06.18_0.3_3,index=12.434018,48,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,533144783.12875676,1051772303.3609138,736209676.7582341,-381493570.93989396,374936.125,-59081.9583,3490677796.5629387,0,0,404885.5,-29132.5833,848707409.7314388,0,0,389199.9375,-44818.1458,2008666192.9500575,0,0,394207.06615035067,-39811.01714964933,1584917086.489673,0,0,389673.8541666667,-44344.22913333331,1966410657.4295669,0,0
-8,2025.06.18_0.3_3,index=12.434018,49,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,288558928.14555895,504210579.3594028,587909626.7663407,-282316222.5591389,399890.0625,-34128.0208,1164721803.7252326,0,0,419705.15625,-14312.927049999998,204859880.73862165,0,0,384093.53125,-49924.55205,2492460897.393159,0,0,405861.9204310123,-28156.16286898771,792769507.5049623,0,0,401229.5833333333,-32788.499966666684,1075085730.0641012,0,0
-8,2025.06.18_0.3_3,index=12.434018,50,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,62413300.70390624,28931164.292469777,87226651.84509191,22843494.912381098,446511.59375,12493.510450000002,156087803.36425924,0,0,448383.40625,14365.322950000002,206362503.45779675,0,0,431988.84375,-2029.2395499999984,4117813.151284196,0,0,443575.51313214505,9557.429832145048,91344464.99637611,0,0,442294.6145833333,8276.531283333316,68500970.08399501,0,0
-8,2025.06.18_0.3_3,index=12.434018,51,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,652140649.3225065,1292537891.747464,944609731.9932293,-485860755.8933258,368839.28125,-65178.80205,4248276236.673084,0,0,402394.21875,-31623.86455,1000068809.0767466,0,0,382919.25,-51098.8333,2611090764.6211886,0,0,389919.57378924696,-44098.509510753036,1944678541.0699759,0,0,384717.5833333333,-49300.499966666684,2430539296.9633017,0,0
-8,2025.06.18_0.3_3,index=12.434018,52,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,695188718.2420616,1361769226.4852476,941214935.2821777,-511295401.14806724,363265.3125,-70752.7708,5005954575.877333,0,0,400615.34375,-33402.73955,1115743009.4451342,0,0,386139.78125,-47878.30205,2292331807.191034,0,0,388664.38505247765,-45353.69824752235,2056957944.7273118,0,0,383340.1458333333,-50677.937466666684,2568253345.875379,0,0
-8,2025.06.18_0.3_3,index=12.434018,53,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1570976429.1208727,2603185880.4896946,971176541.8157487,-97520827.92035103,377423.15625,-56594.92705,3202985767.7948217,0,0,373571.25,-60446.8333,3653819655.9979887,0,0,354985.5,-79032.5833,6246149223.071439,0,0,369410.32595143875,-64607.75734856125,4174162309.6105704,0,0,368659.96875,-65358.11455,4271683137.5309215,0,0
-8,2025.06.18_0.3_3,index=12.434018,54,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,59523421.27842821,14546073.35531839,10875110.52818828,14715471.622943535,442269.21875,8251.135450000002,68081236.21424673,0,0,426068.59375,-7949.489549999998,63194384.10555918,0,0,410603.96875,-23414.11455,548220760.1605216,0,0,425411.71968731505,-8606.363612684945,74069494.63374746,0,0,426313.9270833333,-7704.1562166666845,59354023.01080392,0,0
-8,2025.06.18_0.3_3,index=12.434018,55,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,319285500.3033319,203943663.56577682,434590272.6892631,145738266.8987592,443432.90625,9414.822950000002,88638891.17984673,0,0,406798.15625,-27219.92705,740924428.6073216,0,0,393535.8125,-40482.2708,1638814249.1245325,0,0,411143.8802784932,-22874.20302150678,523229163.86910987,0,0,414588.9583333333,-19429.124966666684,377490896.9703507,0,0
-8,2025.06.18_0.3_3,index=12.434018,56,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,136159590.82529417,22818956.891648408,152537367.92003408,84682408.89531069,436556.03125,2537.9479500000016,6441179.79690921,0,0,411625.5625,-22392.5208,501424987.77843255,0,0,428014.09375,-6003.989549999998,36047890.51650918,0,0,421409.41375413025,-12608.66954586975,158978547.7169433,0,0,425398.5625,-8619.520799999998,74296138.82163261,0,0
-8,2025.06.18_0.3_3,index=12.434018,57,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,716793126.2987884,1187858719.4415698,894419921.504702,-184322789.7413745,369957.65625,-64060.42705,4103738313.8283715,0,0,392746.75,-41271.3333,1703322952.3596888,0,0,402233.9375,-31784.1458,1010231924.2356576,0,0,390375.7661555087,-43642.3171444913,1904651845.7403595,0,0,388312.78125,-45705.30205,2088974635.481734,0,0
-8,2025.06.18_0.3_3,index=12.434018,58,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,172914941.9307246,-171749683.74356905,-32573172.429677114,-31589258.893214975,439826.5625,5808.479200000002,33738430.61683266,0,0,449566.3125,15548.229200000002,241747431.2557327,0,0,395491.90625,-38526.17705,1484266318.0879467,0,0,432938.6120464895,-1079.4712535105064,1165258.1871555438,0,0,428294.9270833333,-5723.1562166666845,32754517.08037052,0,0
-8,2025.06.18_0.3_3,index=12.434018,59,434018.0833,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,451829002.93603146,879513689.6006924,966546222.8512672,-557657981.9278519,372360.65625,-61657.42705,3801638310.4260716,0,0,414918.4375,-19099.6458,364796469.6854576,0,0,384387.25,-49630.8333,2463219614.0523887,0,0,397530.5142862013,-36487.569013798726,1331342692.5367248,0,0,390555.4479166667,-43462.63538333331,1889000674.4645767,0,0
-8,2025.06.18_0.3_3,index=13.496023,0,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,542175157.5749723,-6437592.160769828,533009625.94994384,319139762.18467915,493377.84375,-2645.508749999979,6998716.546326452,0,0,541169.0,45145.64750000002,2038129488.1942582,0,0,497675.0,1651.647500000021,2727939.464256319,0,0,519169.35788784607,23146.00538784609,535737565.4142002,0,0,510740.6145833333,14717.262083333335,216597803.22952107,0,0
-8,2025.06.18_0.3_3,index=13.496023,1,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,176402433.83433273,-86026971.89039402,90274998.30233936,72842123.71973053,496340.3125,316.96000000002095,100463.64160001329,0,0,520927.90625,24904.55375000002,620236797.4866401,0,0,483363.6875,-12659.664999999979,160267117.91222447,0,0,505529.95346690394,9506.600966903963,90375461.94393937,0,0,500210.6354166667,4187.282916666707,17533338.224208847,0,0
-8,2025.06.18_0.3_3,index=13.496023,2,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,124032108.70330764,-122550167.40007639,-68931282.10622014,-31455595.331979565,469254.375,-26768.97749999998,716578156.3955051,0,0,513966.21875,17942.86625000002,321946449.2653898,0,0,487632.09375,-8391.258749999979,70413223.40945122,0,0,497240.70261530415,1217.3501153041725,1481941.3032310822,0,0,490284.2291666667,-5739.123333333293,32937536.63521065,0,0
-8,2025.06.18_0.3_3,index=13.496023,3,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,33408477.745756127,54999632.18968974,79605525.31822067,-55878492.52867085,476880.875,-19142.47749999998,366434444.8380054,0,0,493056.4375,-2966.914999999979,8802584.617224876,0,0,482096.9375,-13926.414999999979,193945034.75222442,0,0,486620.79380911984,-9402.558690880134,88408109.93544555,0,0,484011.4166666667,-12011.935833333293,144286602.4641164,0,0
-8,2025.06.18_0.3_3,index=13.496023,4,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1873758213.8826513,2970802849.3821783,2115398887.1500688,-2451274.4898986816,443781.96875,-52241.38374999998,2729162176.114762,0,0,430187.125,-65836.22749999998,4334408851.431753,0,0,405239.5,-90783.85249999998,8241707874.741753,0,0,426420.4713580183,-69602.88114198169,4844561063.264831,0,0,426402.8645833333,-69620.48791666667,4847012337.754729,0,0
-8,2025.06.18_0.3_3,index=13.496023,5,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,465242795.2022197,605570370.2280486,934381800.8830051,-24877406.96768713,484342.96875,-11680.383749999979,136431364.54726356,0,0,469029.28125,-26994.07124999998,728679882.6500754,0,0,435394.15625,-60629.19624999998,3675899437.9210114,0,0,463300.0707967498,-32723.28170325019,1070813165.4302688,0,0,462922.1354166667,-33101.21708333329,1095690572.397956,0,0
-8,2025.06.18_0.3_3,index=13.496023,6,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,133283456.05950864,-127017727.65799174,-248960137.72258252,-75721795.77824685,480047.5625,-15975.789999999979,255225866.12409934,0,0,512024.90625,16001.553750000021,256049722.41413975,0,0,468833.5,-27189.85249999998,739288078.9717551,0,0,493520.20879627124,-2503.1437037287396,6265728.401516832,0,0,486968.65625,-9054.696249999979,81987524.17976369,0,0
-8,2025.06.18_0.3_3,index=13.496023,7,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,141506335.84831357,-141504551.46398985,-1526628.5797761898,-27013503.930886935,494787.0625,-1236.289999999979,1528412.9640999483,0,0,512552.21875,16528.86625000002,273203419.51038975,0,0,465137.90625,-30885.44624999998,953910790.0616378,0,0,495981.11052651674,-42.24197348323651,1784.384323758456,0,0,490825.7291666667,-5197.623333333293,27015288.315210693,0,0
-8,2025.06.18_0.3_3,index=13.496023,8,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,106847809.67697082,-22135289.499904744,34815196.75855154,-134904393.19593972,477175.6875,-18847.66499999998,355234475.9522242,0,0,503087.15625,7063.803750000021,49897323.418514356,0,0,463348.78125,-32674.57124999998,1067627606.3713251,0,0,486819.41202990426,-9203.940470095724,84712520.1770659,0,0,481203.875,-14819.477499999979,219616913.37300563,0,0
-8,2025.06.18_0.3_3,index=13.496023,9,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,778412216.9206542,1056191736.783164,492981482.4365947,166368350.18221974,459395.1875,-36628.16499999998,1341622471.2672234,0,0,448027.3125,-47996.03999999998,2303619855.681598,0,0,458115.4375,-37907.91499999998,1437010019.6472235,0,0,453191.0754918392,-42832.277008160774,1834603953.703818,0,0,455179.3125,-40844.03999999998,1668235603.5215983,0,0
-8,2025.06.18_0.3_3,index=13.496023,10,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1694021091.6503677,2463831186.9366665,1806307658.197784,260569990.3832512,447530.625,-48492.72749999998,2351544620.389254,0,0,428256.59375,-67766.75874999998,4592333591.480699,0,0,424998.1875,-71025.16499999998,5044574063.277222,0,0,431541.9421665788,-64481.4103334212,4157852278.587038,0,0,433595.1354166667,-62428.21708333329,3897282288.203787,0,0
-8,2025.06.18_0.3_3,index=13.496023,11,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,33079319.81646338,-26524243.122406043,-20613541.890198864,6424425.77217939,490811.0,-5212.352499999979,27168618.58425603,0,0,506459.09375,10435.741250000021,108904695.436952,0,0,489715.59375,-6307.758749999979,39787820.4482013,0,0,498583.6409005629,2560.2884005629458,6555076.694057167,0,0,495661.8958333333,-361.4566666666651,130650.92187777665,0,0
-8,2025.06.18_0.3_3,index=13.496023,12,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1370764068.3559513,2331069793.737611,996633568.9219694,-216534689.01580524,444011.8125,-52011.53999999998,2705200293.171598,0,0,442792.6875,-53230.66499999998,2833503696.3422227,0,0,413474.9375,-82548.41499999998,6814240819.012221,0,0,435180.6548108478,-60842.697689152206,3701833862.0935674,0,0,433426.4791666667,-62596.87333333329,3918368551.1093726,0,0
-8,2025.06.18_0.3_3,index=13.496023,13,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,922173667.3155875,840052345.7973379,1736705746.6447272,437477700.99028563,490971.59375,-5051.758749999979,25520266.46820135,0,0,443715.84375,-52307.50874999998,2736075471.6313243,0,0,444191.34375,-51832.00874999998,2686557131.0600743,0,0,454044.4767037983,-41978.8757962017,1762226013.1129286,0,0,459626.2604166667,-36397.09208333329,1324748312.122643,0,0
-8,2025.06.18_0.3_3,index=13.496023,14,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,93225925.7038374,127022110.12274793,209450387.6960798,-139893058.16817734,472072.09375,-23951.25874999998,573662795.7094506,0,0,492737.375,-3285.977499999979,10797648.130506113,0,0,466328.4375,-29694.91499999998,881787976.8572237,0,0,481182.5965951754,-14840.75590482459,220248035.82658592,0,0,477045.96875,-18977.38374999998,360141093.99476326,0,0
-8,2025.06.18_0.3_3,index=13.496023,15,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1077271474.893857,1963951028.5069985,1734824098.8629727,-702777955.945744,437536.78125,-58486.57124999998,3420679016.581324,0,0,459879.21875,-36144.13374999998,1306398404.5378876,0,0,407089.34375,-88934.00874999998,7909257912.345073,0,0,440876.0723911781,-55147.28010882187,3041222503.4008603,0,0,434835.1145833333,-61188.237916666665,3744000459.3466043,0,0
-8,2025.06.18_0.3_3,index=13.496023,16,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1340565242.0317643,2171657409.7952003,1358412055.8297434,-56331120.93907356,449614.1875,-46409.16499999998,2153810595.997223,0,0,441050.6875,-54972.66499999998,3021993897.202223,0,0,418193.0625,-77830.28999999998,6057554041.484097,0,0,436759.34443585563,-59264.00806414435,3512222651.8269663,0,0,436285.9791666667,-59737.37333333329,3568553772.76604,0,0
-8,2025.06.18_0.3_3,index=13.496023,17,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,172284553.05257407,-169529535.703054,-377670161.57180727,-86896654.29902433,474135.46875,-21887.88374999998,479079455.05351317,0,0,515527.84375,19504.49125000002,380425178.92132735,0,0,470001.375,-26021.97749999998,677143313.0105052,0,0,494363.52800641034,-1659.8244935896364,2755017.349520093,0,0,486554.8958333333,-9468.456666666665,89651671.64854442,0,0
-8,2025.06.18_0.3_3,index=13.496023,18,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,505223193.01307607,913830277.5263393,775363799.8578167,-302553201.2155838,457535.03125,-38488.32124999998,1481350872.6432,0,0,470652.3125,-25371.03999999998,643689670.6815989,0,0,435405.96875,-60617.38374999998,3674467212.6947618,0,0,458353.0263726698,-37670.32612733019,1419053470.5394156,0,0,454531.1041666667,-41492.24833333329,1721606671.7549994,0,0
-8,2025.06.18_0.3_3,index=13.496023,19,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,412976767.16876966,142354825.17586046,549545053.8466265,-440498745.3264481,471937.65625,-24085.69624999998,580120763.8472631,0,0,498428.875,2405.522500000021,5786538.49800635,0,0,423033.1875,-72990.16499999998,5327564186.7272215,0,0,472457.87791652017,-23565.47458347981,555331592.3446329,0,0,464466.5729166667,-31556.779583333293,995830337.671081,0,0
-8,2025.06.18_0.3_3,index=13.496023,20,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,222068575.2157219,-221336912.28164047,-519887077.4934942,-63045338.32346043,470751.96875,-25271.38374999998,638642836.639763,0,0,520153.65625,24130.30375000002,582271559.067265,0,0,473206.28125,-22817.07124999998,520618740.4275756,0,0,496878.72547951323,855.3729795132531,731662.9340813801,0,0,488037.3020833333,-7986.050416666665,63777001.25754181,0,0
-8,2025.06.18_0.3_3,index=13.496023,21,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1353303059.9420447,2317522609.119515,560653788.7843399,-169143889.64066648,436905.15625,-59118.19624999998,3494961127.853512,0,0,440254.4375,-55768.91499999998,3110171880.2772226,0,0,425008.0,-71015.35249999998,5043180290.699253,0,0,435436.0133187687,-60587.33918123128,3670825669.0615625,0,0,434055.8645833333,-61967.487916666665,3839969558.702229,0,0
-8,2025.06.18_0.3_3,index=13.496023,22,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,1387051510.5431945,2309567986.6043305,712826923.2170196,-94994336.27247906,441399.25,-54624.10249999998,2983792573.930504,0,0,439076.46875,-56946.88374999998,3242947568.836012,0,0,422866.09375,-73157.25874999998,5351984507.814448,0,0,435223.52110921795,-60799.83139078203,3696619497.1475234,0,0,434447.2708333333,-61576.081666666665,3791613833.4200025,0,0
-8,2025.06.18_0.3_3,index=13.496023,23,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,55746222.16770077,28112686.636280812,81866160.13972506,33164485.070644677,497435.0,1411.647500000021,1992748.6642563092,0,0,510175.8125,14152.460000000021,200292124.0516006,0,0,501819.25,5795.897500000021,33592427.830506496,0,0,505180.80349926726,9157.450999267283,83858908.80398136,0,0,503143.3541666667,7120.001666666707,50694423.73333669,0,0
-8,2025.06.18_0.3_3,index=13.496023,24,496023.3525,above_onb,0.21586592770911422,0.515518634944208,0.2686154373466777,202043727.9197663,276789464.79727167,463504431.0410249,-349994824.20900327,452720.0625,-43303.28999999998,1875174924.824098,0,0,492108.15625,-3915.196249999979,15328761.676013898,0,0,456873.71875,-39149.63374999998,1532693822.7591374,0,0,474141.095013236,-21882.257486763992,478833192.7170388,0,0,467233.9791666667,-28789.373333333293,828828016.9260421,0,0
