before,after,model,source_wav_id,region,sse_reduction_w_m2_squared,total_reduction_w_m2_squared,n_wavs_improved,n_wavs_worsened,below_onb_reduction_w_m2_squared,onb_or_above_reduction_w_m2_squared
-12,-16,conformer,index=12.434018,onb_or_above,59566313639.731606,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=13.496023,onb_or_above,29264552973.333740,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=14.562158,onb_or_above,-814477509.989121,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=15.633482,onb_or_above,1773878172.940026,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=16.709792,onb_or_above,1415696140.187572,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=17.789500,onb_or_above,-10316000529.199818,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=18.873637,onb_or_above,31454243092.284687,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=2.2380,below_onb,-252686437417.307495,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=3.21242,below_onb,-171729580091.946198,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=4.58389,below_onb,-29921594553.230526,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=5.113188,below_onb,254600160168.137543,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=6.146381,below_onb,549449470745.964050,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=7.184190,below_onb,638143867908.006226,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=8.225704,below_onb,313619394541.234070,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,conformer,index=9.271677,onb_or_above,391251942134.283142,2068171194183.520020,12,6,1137067372127.683594,931103822055.835571
-12,-16,alexnet,index=1.0,below_onb,143946622724.283722,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=10.322114,onb_or_above,-394436257989.257324,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=11.376320,onb_or_above,-232003233836.050323,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=12.434018,onb_or_above,3349692874.155987,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=13.496023,onb_or_above,12818518252.732452,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=14.562158,onb_or_above,-31767281507.701111,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=15.633482,onb_or_above,-100977425926.614899,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=16.709792,onb_or_above,-235285794881.922913,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=17.789500,onb_or_above,-417333689255.029602,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=18.873637,onb_or_above,-761859846257.851196,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=2.2380,below_onb,132563762832.084320,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=3.21242,below_onb,40827412985.650742,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=4.58389,below_onb,-33855096771.122406,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=5.113188,below_onb,-180013152990.059631,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=6.146381,below_onb,-162832438760.863037,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=7.184190,below_onb,-340176412923.868835,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=8.225704,below_onb,-411492670962.819885,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,alexnet,index=9.271677,onb_or_above,-422050605683.864563,-3390577898078.118652,5,13,-811031973866.716553,-2579545924211.401855
-12,-16,ensemble__inner_holdout,index=1.0,below_onb,-42868407980.630287,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=10.322114,onb_or_above,188267224005.993439,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=11.376320,onb_or_above,-107176553.831460,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=12.434018,onb_or_above,55249884824.395493,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=13.496023,onb_or_above,38027160896.709152,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=14.562158,onb_or_above,12407226157.994446,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=15.633482,onb_or_above,-2294225950.815013,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=16.709792,onb_or_above,-26146232470.210537,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=17.789500,onb_or_above,-62085108376.256927,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=18.873637,onb_or_above,-92231638739.171936,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=2.2380,below_onb,-92815793661.669983,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=3.21242,below_onb,-61354404590.271950,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=4.58389,below_onb,-2407371561.447467,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=5.113188,below_onb,110193094698.560501,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=6.146381,below_onb,294805941604.819458,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=7.184190,below_onb,314298726445.686279,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=8.225704,below_onb,176514509316.807007,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,ensemble__inner_holdout,index=9.271677,onb_or_above,183497185548.040924,990950593614.701172,9,9,696366294271.853027,294584299342.846985
-12,-16,equal_offline,index=1.0,below_onb,31708227191.070377,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=10.322114,onb_or_above,-13032455889.493698,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=11.376320,onb_or_above,-51803970494.026230,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=12.434018,onb_or_above,35079818103.796402,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=13.496023,onb_or_above,24620481468.524040,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=14.562158,onb_or_above,3249559156.474246,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=15.633482,onb_or_above,-19142443036.539509,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=16.709792,onb_or_above,-63807228711.304802,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=17.789500,onb_or_above,-131059888294.344772,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=18.873637,onb_or_above,-220176408200.313263,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=2.2380,below_onb,-9601832820.312225,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=3.21242,below_onb,-5471102694.157228,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=4.58389,below_onb,3960084303.700488,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=5.113188,below_onb,40860852927.560051,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=6.146381,below_onb,156575901239.945557,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=7.184190,below_onb,133163513001.455292,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=8.225704,below_onb,-3606171616.074581,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
-12,-16,equal_offline,index=9.271677,onb_or_above,-26426856381.767334,-114909920745.807266,8,10,347589471533.187927,-462499392278.994568
