day,role,feature,heat_flux,q_ratio,threshold_db,median_db,n,kept
2025.07.09_0.3_1,training,band_2000_5000_db,6.98060403920294e-05,1.5787175090356064e-10,-75.33158966691568,-79.88366307165438,60,1
2025.07.09_0.3_1,training,band_2000_5000_db,2424.7546537583808,0.0054837698937025,-75.33158966691568,-79.61812499782893,60,0
2025.07.09_0.3_1,training,band_2000_5000_db,59375.42091405184,0.1342820994815738,-75.33158966691568,-75.79880953109051,60,3
2025.07.09_0.3_1,training,band_2000_5000_db,187171.7169773235,0.4233032917049646,-75.33158966691568,-75.90954515706673,60,0
2025.07.09_0.3_1,training,band_2000_5000_db,275174.6640882674,0.6223287523535608,-75.33158966691568,-78.30008231021115,60,0
2025.07.09_0.3_1,training,band_2000_5000_db,383287.3545598079,0.8668339505252887,-75.33158966691568,-79.99991770985937,60,0
2025.07.09_0.3_1,training,band_2000_5000_db,442169.29243200656,1.0,-75.33158966691568,-79.84118287191133,60,0
2025.07.09_0.3_1,training,band_2000_5000_db,505101.268930616,1.1423255245801285,-75.33158966691568,-79.7310113203576,60,0
2025.07.09_0.3_1,training,band_2000_5000_db,571694.2524911674,1.2929306993408598,-75.33158966691568,-79.67856075291488,60,16
2025.07.09_0.3_1,training,band_2000_5000_db,643516.9402884921,1.4553632540808954,-75.33158966691568,-79.87323358725416,60,18
2025.07.09_0.3_1,training,band_2000_5000_db,720690.9057380507,1.6298981364674323,-75.33158966691568,-46.161691637758025,60,60
2025.07.09_0.3_1,training,band_2000_5000_db,802409.6877461649,1.8147114724606372,-75.33158966691568,-40.18604906122541,60,60
2025.07.09_0.3_1,training,band_2000_5000_db,887789.2369537686,2.007803916166988,-75.33158966691568,-35.84243574903179,60,60
