seed,snr,model_key,model,region,chunks,r2,rmse,mae,mean_residual,misses,false_alarms
43,0,alexnet,AlexNet,below,480,-4.070672523072634,182217.13355711728,158590.7072766671,158590.7072766671,0,65
43,0,alexnet,AlexNet,near,60,-1.1209180804911867e+29,19487.99163945924,16074.265465000008,-13303.949308333344,52,0
43,0,alexnet,AlexNet,above,540,0.8494495731786201,69219.91114882502,59952.82602157407,28027.024199537034,43,0
43,0,alexnet,AlexNet,all,1080,0.7684013336830577,131048.55266642783,101354.18654847241,83759.16259449095,95,65
43,0,ensemble__simple_equal,Equal ensemble,below,480,-2.040682994968225,141104.86947962383,116177.66444033026,112591.04450539971,0,1
43,0,ensemble__simple_equal,Equal ensemble,near,60,-8.913252752796631e+29,54953.86701160833,52289.89039583337,-50098.89982916671,55,0
43,0,ensemble__simple_equal,Equal ensemble,above,540,0.9105620103603328,53352.043228379946,43626.52774070987,-11382.657629166746,46,0
43,0,ensemble__simple_equal,Equal ensemble,all,1080,0.8592079850187033,102177.0157010234,76352.77531027024,41565.86319730723,101,1
43,0,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-3.323183722050321,168251.2404360216,144128.79830612664,144111.84683609277,0,1
43,0,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-2.0822428458275097e+29,26561.08653350203,24271.876068535195,-23264.215294148886,57,0
43,0,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.8993889788364999,56586.498400137454,48872.40795543607,8792.252181629598,47,0
43,0,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8082104966098965,119255.0061363879,89841.88522869293,67153.37939051441,104,1
43,-4,randomforest,RandomForest,below,480,-0.010330325263341766,81336.9949397457,73341.16183463583,9619.1722831775,0,2
43,-4,randomforest,RandomForest,near,60,-6.800805923490855e+30,151796.00370337768,145622.7502279167,-137743.10842291667,54,0
43,-4,randomforest,RandomForest,above,540,0.6890739159507364,99476.07028886033,78748.03490833334,-77156.31683055556,46,0
