experiment_name,max_freq_hz,snr_value,model_key,model_label,claim_safe,best_single_model_by_r2,best_single_r2,r2_mean,r2_delta_vs_best_single,best_single_recall,recall_mean,recall_delta_vs_best_r2_single,best_single_f1,f1_mean,f1_delta_vs_best_r2_single
2025.06.18_0.3_3,maxfreq=5kHz,-20,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.8977628911,0.9075080991,0.009745208,0.8375,0.8324074074,-0.0050925926,0.9074466009,0.9032213506,-0.0042252503
2025.06.18_0.3_3,maxfreq=5kHz,-4,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9413274082,0.9417792421,0.0004518339,0.8884259259,0.8662037037,-0.0222222222,0.9352796962,0.9192502777,-0.0160294185
2025.06.18_0.3_3,maxfreq=5kHz,-4,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9413274082,0.9094883627,-0.0318390455,0.8884259259,0.9,0.0115740741,0.9352796962,0.902192545,-0.0330871512
2025.06.18_0.3_3,maxfreq=5kHz,-4,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9413274082,0.9403577655,-0.0009696427,0.8884259259,0.8606481481,-0.0277777778,0.9352796962,0.9175317089,-0.0177479873
2025.06.18_0.3_3,maxfreq=5kHz,-4,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9413274082,0.9474473603,0.0061199521,0.8884259259,0.8675925926,-0.0208333333,0.9352796962,0.9219092739,-0.0133704223
2025.06.18_0.3_3,maxfreq=5kHz,-8,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9354294808,0.9392292235,0.0037997427,0.8787037037,0.8532407407,-0.025462963,0.9331278603,0.9173883915,-0.0157394688
2025.06.18_0.3_3,maxfreq=5kHz,-8,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9354294808,0.9157590748,-0.019670406,0.8787037037,0.8912037037,0.0125,0.9331278603,0.9324772138,-0.0006506465
2025.06.18_0.3_3,maxfreq=5kHz,-8,ensemble__simple_equal,ensemble__simple_equal,True,cnntf_v2_gap,0.9354294808,0.9361714637,0.0007419829,0.8787037037,0.8518518519,-0.0268518518,0.9331278603,0.9155601554,-0.0175677049
2025.06.18_0.3_3,maxfreq=5kHz,-8,ensemble__val_fold_legacy,ensemble__val_fold_legacy,False,cnntf_v2_gap,0.9354294808,0.9440227063,0.0085932255,0.8787037037,0.8560185185,-0.0226851852,0.9331278603,0.9191853064,-0.0139425539
2025.06.18_0.3_3,maxfreq=5kHz,0,ensemble__inner_holdout,ensemble__inner_holdout,True,cnntf_v2_gap,0.9492143054,0.9449224148,-0.0042918906,0.8856481481,0.8550925926,-0.0305555555,0.8972932127,0.9069034856,0.0096102729
2025.06.18_0.3_3,maxfreq=5kHz,0,ensemble__prediction_max,ensemble__prediction_max,True,cnntf_v2_gap,0.9492143054,0.9152037503,-0.0340105551,0.8856481481,0.8962962963,0.0106481482,0.8972932127,0.9013296868,0.0040364741
