snr,fold,model,sample_id,val_local_index,model_prediction_heat_flux,expected_value_heat_flux,sum_shap_heat_flux,reconstructed_prediction_heat_flux,completeness_error
-12,3,rf,low_heatflux_val0000,0,121195.80342229654,375346.4082794026,-254150.5100836854,121195.89819571719,0.09477342065656558
-12,3,rf,high_heatflux_val0300,300,775431.3694762992,375346.4082794026,400086.60605444247,775433.0143338451,1.6448575459653512
-16,1,rf,near_onb_below_val0120,120,97177.03233017346,332193.7912544644,-235016.7025329342,97177.08872153022,0.056391356760286726
-16,1,rf,near_onb_above_val0180,180,360538.8164248963,332193.7912544644,28345.973286972305,360539.76454143674,0.9481165404431522
-16,1,rf,false_negative_val0236,236,306738.18763796805,332193.7912544644,-25454.203768466796,306739.58748599765,1.399848029599525
-16,1,rf,worst_prediction_val0128,128,92697.22138912178,332193.7912544644,-239496.60180610293,92697.18944836149,-0.031940760294673964
-16,1,rf,low_heatflux_val0060,60,107743.20378978614,332193.7912544644,-224450.43925697106,107743.35199749336,0.1482077072141692
-16,2,rf,near_onb_below_val0060,60,87704.7457065664,312186.1290646485,-224481.28554836314,87704.84351628539,0.09780971897998825
-16,2,rf,near_onb_above_val0120,120,390176.2547126982,312186.1290646485,77989.7718174627,390175.9008821112,-0.35383058700244874
-16,2,rf,worst_prediction_val0061,61,65440.95629064093,312186.1290646485,-246745.18335858366,65440.94570606487,-0.010584576055407524
-16,2,rf,low_heatflux_val0180,180,184000.0190515024,312186.1290646485,-128185.93205774263,184000.19700690592,0.17795540351653472
-16,2,rf,high_heatflux_val0300,300,751755.7146100879,312186.1290646485,439568.95652011276,751755.0855847613,-0.6290253265760839
-16,3,rf,near_onb_below_val0180,180,272994.7359027444,375346.4082794026,-102349.71289567904,272996.69538372353,1.9594809791306034
-16,3,rf,near_onb_above_val0240,240,560435.9711817023,375346.4082794026,185088.59213733996,560435.0004167425,-0.9707649598130956
-16,3,rf,worst_prediction_val0201,201,128078.13919691075,375346.4082794026,-247268.32047340684,128078.08780599575,-0.051390915003139526
-16,3,rf,low_heatflux_val0000,0,129925.85720818352,375346.4082794026,-245420.53522710392,129925.87305229867,0.015844115157960914
-16,3,rf,high_heatflux_val0300,300,776329.8872427221,375346.4082794026,400985.21601459937,776331.624294002,1.7370512798661366
-20,1,rf,near_onb_below_val0120,120,96687.58472533886,332193.7912544644,-235506.20477870468,96687.58647575974,0.0017504208808531985
-20,1,rf,near_onb_above_val0180,180,364708.8114178763,332193.7912544644,32515.79301970871,364709.58427417313,0.772856296855025
-20,1,rf,false_negative_val0230,230,307569.98926043767,332193.7912544644,-24622.38725965281,307571.4039948116,1.4147343739168718
-20,1,rf,worst_prediction_val0134,134,95291.2264673287,332193.7912544644,-236902.51471407837,95291.27654038605,0.050073057354893535
-20,1,rf,low_heatflux_val0060,60,108005.73645495245,332193.7912544644,-224187.98615765147,108005.80509681295,0.06864186050370336
-20,2,rf,near_onb_below_val0060,60,90732.58120990815,312186.1290646485,-221453.44451195415,90732.68455269438,0.10334278622758575
-20,2,rf,near_onb_above_val0120,120,393592.6807917315,312186.1290646485,81406.31866757016,393592.44773221866,-0.2330595128587447
-20,2,rf,worst_prediction_val0089,89,69560.43880547969,312186.1290646485,-242625.63747738325,69560.49158726528,0.05278178559092339
-20,2,rf,low_heatflux_val0180,180,173568.9182685106,312186.1290646485,-138617.06395450357,173569.06511014496,0.1468416343559511
-20,2,rf,high_heatflux_val0300,300,750575.8759678246,312186.1290646485,438389.3587934595,750575.487858108,-0.3881097165867686
-20,3,rf,near_onb_below_val0180,180,275129.92113390425,375346.4082794026,-100214.58704573441,275131.8212336682,1.9000997639377601
-20,3,rf,near_onb_above_val0240,240,562148.1070045681,375346.4082794026,186800.3813965399,562146.7896759425,-1.3173286255914718
-20,3,rf,worst_prediction_val0197,197,132298.5392590067,375346.4082794026,-243047.88646039795,132298.52181900464,-0.017440002062357962
-20,3,rf,low_heatflux_val0000,0,138333.00226782475,375346.4082794026,-237013.41053198674,138332.99774741585,-0.0045204088964965194
-20,3,rf,high_heatflux_val0300,300,773550.4836118779,375346.4082794026,398205.68940247945,773552.0976818821,1.6140700042014942
