snr,evaluation_unit,model_key,aggregation,n_wavs,claim_safe,claim_note,r2,rmse_all,mae_all,r2_high,rmse_high,mae_high,rmse_onb,mae_onb,n_onb,roc_auc_cont,pr_auc_cont,accuracy,precision,recall,f1,auc_binary,false_negatives,false_positives,onb_prediction,onb_signed_error
-4,source_wav_pooled_oof,rf,median,18,1,within_experiment_source_wav_oof,0.92038062516535124,75635.352084366037,59593.82787365016,0.88078810790979456,55441.297799109343,43688.73573437499,20747.573749999981,20747.573749999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,348230.53125,-20747.57374999998
-4,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,within_experiment_source_wav_oof,0.93877063582484721,66327.759296889548,46959.222756046001,0.95604235026085638,33665.946544195816,23550.680996875002,3231.1293750000186,3231.1293750000186,1,1,1,1,1,1,1,1,0,0,372209.234375,3231.1293750000186
-4,source_wav_pooled_oof,alexnet,median,18,1,within_experiment_source_wav_oof,0.92195755294054038,74882.595753492715,54904.243427443573,0.88572184764191486,54281.920229023475,40154.954459375003,24257.448749999981,24257.448749999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,344720.65625,-24257.44874999998
-4,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,no_outer_validation_labels_used_for_weights,0.93735421836797317,67090.552356089829,47334.330946841743,0.9347586330130695,41014.282975454138,25616.590923958371,10581.344583333354,10581.344583333354,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,358396.7604166666,-10581.344583333354
-4,source_wav_pooled_oof,ensemble__inner_holdout,median,18,1,no_outer_validation_labels_used_for_weights,0.938974154708199,66217.434883231821,45640.535083143346,0.94180138704952532,38737.35062097686,22416.805642880383,10065.278331875394,10065.278331875394,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,358912.8266681246,-10065.278331875394
-8,source_wav_pooled_oof,rf,median,18,1,within_experiment_source_wav_oof,0.9242032156520914,73797.362734172639,58742.806981636277,0.88170529237971573,55227.610721038036,43462.38221874999,13875.979999999981,13875.979999999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,355102.125,-13875.979999999981
-8,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,within_experiment_source_wav_oof,0.93646662951409931,67564.16269795633,43892.145781115447,0.96540083451123548,29868.01834577772,18689.803156250011,13077.011249999981,13077.011249999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,355901.09375,-13077.011249999981
-8,source_wav_pooled_oof,alexnet,median,18,1,within_experiment_source_wav_oof,0.93230104211279397,69743.934375402576,48727.885246540798,0.93235707411287583,41762.33663251681,27571.00235000001,1004.0668750000186,1004.0668750000186,1,1,1,1,1,1,1,1,0,0,369982.171875,1004.0668750000186
-8,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,no_outer_validation_labels_used_for_weights,0.93770955139234158,66900.009677496695,45161.346695042332,0.94531763209069841,37548.903015347882,21752.838970833371,6565.9487499999814,6565.9487499999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,362412.15625,-6565.948749999981
-8,source_wav_pooled_oof,ensemble__inner_holdout,median,18,1,no_outer_validation_labels_used_for_weights,0.93802183295979791,66732.103599757727,44329.925498998935,0.9475617671132851,36770.337949870707,20488.401771401019,7609.8814078605501,7609.8814078605501,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,361368.22359213943,-7609.88140786055
-12,source_wav_pooled_oof,rf,median,18,1,within_experiment_source_wav_oof,0.92107383493255512,75305.370920603586,60439.958023302941,0.87967409218104486,55699.740379317351,43996.12049999999,9168.4799999999814,9168.4799999999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,359809.625,-9168.479999999981
-12,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,within_experiment_source_wav_oof,0.92431176919307489,73744.498780762849,50144.698988927958,0.97002356279604929,27801.204002059992,17637.992881250015,3103.3950000000186,3103.3950000000186,1,1,1,1,1,1,1,1,0,0,372081.5,3103.3950000000186
-12,source_wav_pooled_oof,alexnet,median,18,1,within_experiment_source_wav_oof,0.91468937197762745,78291.933909155865,61142.267191445302,0.86274577213140879,59488.9718286676,45489.927037500005,3388.9643749999814,3388.9643749999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,365589.140625,-3388.9643749999814
-12,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,no_outer_validation_labels_used_for_weights,0.92716454978851459,72341.391093685161,51544.272122608512,0.93330820442652684,41467.686117274774,26114.146262500028,2973.0737499999814,2973.0737499999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,366005.03125,-2973.0737499999814
-12,source_wav_pooled_oof,ensemble__inner_holdout,median,18,1,no_outer_validation_labels_used_for_weights,0.92665706990802643,72592.972397733407,50895.878701092821,0.9374035121091161,40174.324285446608,24171.098154457832,1728.3188342020148,1728.3188342020148,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,367249.78616579797,-1728.3188342020148
-16,source_wav_pooled_oof,rf,median,18,1,within_experiment_source_wav_oof,0.91896616904404582,76304.233982947204,60981.372953858496,0.88250248108476803,55041.206554659744,43330.89003124999,8517.6674999999814,8517.6674999999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,360460.4375,-8517.667499999981
-16,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,within_experiment_source_wav_oof,0.92743385874512774,72207.526150817255,50276.776743094619,0.9690759788337876,28237.196648728586,16657.131756250004,3473.4643749999814,3473.4643749999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,365504.640625,-3473.4643749999814
-16,source_wav_pooled_oof,alexnet,median,18,1,within_experiment_source_wav_oof,0.89891305588222581,85224.210213273109,70681.655658285585,0.81829467769196473,68447.473389109422,58698.138053125003,40835.604999999981,40835.604999999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,328142.5,-40835.60499999998
-16,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,no_outer_validation_labels_used_for_weights,0.92809886915682527,71875.902640217872,52850.639735094039,0.92995618451756201,42497.021740243763,28724.604595833356,18584.287291666667,18584.287291666667,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,350393.8177083333,-18584.287291666667
-16,source_wav_pooled_oof,ensemble__inner_holdout,median,18,1,no_outer_validation_labels_used_for_weights,0.93006739086088608,70885.158889853294,52264.186074674333,0.93506410335472467,40918.15265722281,28624.70757228219,17850.173532975139,17850.173532975139,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,351127.93146702484,-17850.17353297514
-20,source_wav_pooled_oof,rf,median,18,1,within_experiment_source_wav_oof,0.91889277066127306,76338.783378299282,60597.644221219613,0.8875492797088006,53846.157629088193,41669.52089062499,7401.4331249999814,7401.4331249999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,361576.671875,-7401.433124999981
-20,source_wav_pooled_oof,cnntf_v2_gap,median,18,1,within_experiment_source_wav_oof,0.91935134980642541,76122.668258262871,56739.868597955727,0.96753782450936099,28930.930901049658,23784.858937500016,9576.5043750000186,9576.5043750000186,1,1,1,1,1,1,1,1,0,0,378554.609375,9576.504375000019
-20,source_wav_pooled_oof,alexnet,median,18,1,within_experiment_source_wav_oof,0.91422809037355146,78503.314029900794,60358.483438927949,0.8703634319863045,57814.577992759958,41634.981943750012,19899.448749999981,19899.448749999981,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,349078.65625,-19899.44874999998
-20,source_wav_pooled_oof,ensemble__simple_equal,median,18,1,no_outer_validation_labels_used_for_weights,0.92266894006915756,74540.522506263282,53838.273442776335,0.93332196008403046,41463.40939403708,27298.434022916685,4825.2924999999814,4825.2924999999814,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,364152.8125,-4825.292499999981
-20,source_wav_pooled_oof,ensemble__inner_holdout,median,18,1,no_outer_validation_labels_used_for_weights,0.92338135130559951,74196.376335947221,52920.325384079537,0.9409075840509411,39033.677578093935,24787.097740937985,4734.5998212009436,4734.5998212009436,1,1,1,0.94444444444444442,1,0.875,0.93333333333333335,0.9375,1,0,364243.50517879904,-4734.599821200944
