snr,fold,model,sample_id,method,randomized_layer,original_prediction,randomized_prediction,pearson_abs_map,cosine_abs_map,relative_l1_abs_map
0,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,141766.3125,590446.8125,0.6100533019584274,0.6406084203486846,0.865292086812804
0,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,367839.75,502695.125,0.6487764184688586,0.6695896658875681,0.8473737188939174
0,1,cnntf_v2_gap,false_negative_val0230,integrated_gradients,output,264783.3125,496191.03125,0.6808482293966799,0.6872212372036348,0.7940582923328029
0,1,cnntf_v2_gap,worst_prediction_val0141,integrated_gradients,output,31602.384765625,615667.125,0.5680696087470701,0.608661804812517,0.8653508399911187
0,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,73398.25,589907.875,0.6017130476540634,0.652162085444721,0.8556640200919463
0,1,alexnet,near_onb_below_val0120,integrated_gradients,output,84955.578125,456807.09375,0.6315593113147372,0.6560918186639005,0.7623598451347596
0,1,alexnet,near_onb_above_val0180,integrated_gradients,output,356255.3125,441764.65625,0.6513467632911653,0.6678514207516544,0.7693130177067617
0,1,alexnet,false_negative_val0230,integrated_gradients,output,238498.234375,414936.34375,0.6013296274544339,0.6065534890280136,0.7433655911458458
0,1,alexnet,worst_prediction_val0133,integrated_gradients,output,-16985.205078125,461215.0625,0.5921442383499679,0.6411994689868717,0.7688334160949392
0,1,alexnet,low_heatflux_val0060,integrated_gradients,output,38947.171875,456104.8125,0.6069306850777698,0.6433003651748397,0.7697793197339966
0,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,121203.8515625,1084334.375,0.6097817914974664,0.6441545445175224,0.8385714829239755
0,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,411178.96875,1007542.3125,0.6576742599095939,0.6787485333447247,0.8099980102582105
0,2,cnntf_v2_gap,worst_prediction_val0013,integrated_gradients,output,20124.849609375,1125824.625,0.5608522599728283,0.6406415252621322,0.8384078364505138
0,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,122301.5234375,1061371.0,0.5758520151718828,0.6286315853886862,0.8398666707306911
0,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,787125.0,935174.0625,0.6126169705232195,0.6362982625028458,0.8200431935777368
0,2,alexnet,near_onb_below_val0060,integrated_gradients,output,165275.625,419017.375,0.6293280730296231,0.6550842928225057,0.7588869832903976
0,2,alexnet,near_onb_above_val0120,integrated_gradients,output,394701.375,417893.5,0.6253790726118174,0.6408457570047054,0.7451534918872385
0,2,alexnet,false_negative_val0124,integrated_gradients,output,367102.25,427287.03125,0.6110804196404829,0.6301016532961431,0.7535610481877174
0,2,alexnet,worst_prediction_val0330,integrated_gradients,output,680500.6875,406511.65625,0.5641962884657556,0.5914697923316855,0.7682947081200795
0,2,alexnet,low_heatflux_val0180,integrated_gradients,output,140381.640625,419549.28125,0.6116174848216098,0.6489404945126048,0.7643964791195891
0,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,255409.0625,-608898.5,0.6669166066251506,0.6731098091372729,0.743834648826953
0,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,497518.0,-561654.1875,0.6126050408110567,0.6354779265111766,0.7477956237548379
0,3,cnntf_v2_gap,worst_prediction_val0002,integrated_gradients,output,249509.421875,-565541.125,0.5460281524886434,0.6039282078359403,0.8101796069071818
0,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,151067.96875,-610287.25,0.5957808020831098,0.6393347531365278,0.8005509671481396
0,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,763223.25,-491155.625,0.6270668811590424,0.6458652265366532,0.7414961275393629
0,3,alexnet,near_onb_below_val0180,integrated_gradients,output,250549.640625,469357.0625,0.6590143049784112,0.6651482919703438,0.7246680461715682
0,3,alexnet,near_onb_above_val0240,integrated_gradients,output,452586.625,460438.25,0.6595146624271718,0.6748052075023062,0.7455061101168399
0,3,alexnet,worst_prediction_val0008,integrated_gradients,output,264336.96875,475840.625,0.5817308098007601,0.6184903232272211,0.7732983057939552
0,3,alexnet,low_heatflux_val0000,integrated_gradients,output,176855.734375,481141.40625,0.6026957237349444,0.6386466700483361,0.7738436756650963
0,3,alexnet,high_heatflux_val0300,integrated_gradients,output,699658.9375,445704.09375,0.5764190857311514,0.5986602535296717,0.7538683089245014
-4,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,127753.6796875,683925.0,0.6416218179901172,0.6590328168524993,0.9045616231289016
-4,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,392739.125,505954.40625,0.6584355342734669,0.6771485930902069,0.8740104272822621
-4,1,cnntf_v2_gap,false_negative_val0230,integrated_gradients,output,268972.375,563117.0,0.6319398440680732,0.6387413677693996,0.8672608051873917
-4,1,cnntf_v2_gap,worst_prediction_val0128,integrated_gradients,output,-2891.599609375,746850.0625,0.6114884612142947,0.634832916187433,0.9251922219178799
-4,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,58728.74609375,675997.0,0.6298159676735289,0.6561145738556662,0.9108519503281004
-4,1,alexnet,near_onb_below_val0120,integrated_gradients,output,94227.0703125,464499.5,0.622171195794789,0.6379990482673874,0.7602188591905652
-4,1,alexnet,near_onb_above_val0180,integrated_gradients,output,354420.3125,435081.65625,0.6741021518140321,0.6892030641381117,0.7681134742212129
-4,1,alexnet,false_negative_val0230,integrated_gradients,output,244896.5,413598.40625,0.6280863012161075,0.6348407569575931,0.7710144172028506
-4,1,alexnet,worst_prediction_val0145,integrated_gradients,output,-25698.76171875,463087.5,0.6262510137547967,0.6528307300250187,0.7558254331952847
-4,1,alexnet,low_heatflux_val0060,integrated_gradients,output,29752.837890625,452610.0,0.603766028135497,0.6262628669898568,0.7607718461176097
-4,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,103697.8828125,1015531.125,0.614269608929689,0.633288379851385,0.9322716965893002
-4,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,389388.9375,964721.75,0.6440644588639967,0.6646907143614375,0.866181976377863
-4,2,cnntf_v2_gap,worst_prediction_val0033,integrated_gradients,output,1157.796875,1001376.625,0.5909437558132458,0.6463849736745858,0.9150912931497636
-4,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,119617.0625,984704.8125,0.6128272865292609,0.6386488577511535,0.9291913530876201
-4,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,751178.25,905793.125,0.6647392100755148,0.6850313572151179,0.8533809487211595
-4,2,alexnet,near_onb_below_val0060,integrated_gradients,output,219519.890625,438687.78125,0.6647113512760509,0.6801382111967266,0.754370781870456
-4,2,alexnet,near_onb_above_val0120,integrated_gradients,output,409467.46875,416290.9375,0.5772060128227119,0.5980572556490892,0.794935397565276
-4,2,alexnet,worst_prediction_val0006,integrated_gradients,output,14094.291015625,418553.21875,0.6231836067245635,0.6618196925594515,0.7552230296134648
-4,2,alexnet,low_heatflux_val0180,integrated_gradients,output,137394.015625,426403.09375,0.6551869584601816,0.6766591384546289,0.7587351401532777
-4,2,alexnet,high_heatflux_val0300,integrated_gradients,output,754984.0625,427411.1875,0.6473263538491865,0.6692126418773627,0.7639760500328603
-4,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,256941.625,-628420.6875,0.6743619920167968,0.6809318406277638,0.7444470635479903
-4,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,487398.9375,-577345.1875,0.6177417740545472,0.6431357378034398,0.7562475729199348
-4,3,cnntf_v2_gap,worst_prediction_val0029,integrated_gradients,output,238039.046875,-609441.375,0.624765495141323,0.6469166965991531,0.7756177295645457
-4,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,151618.734375,-670384.75,0.6061697855835796,0.6279147031084893,0.784162996709176
-4,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,769976.1875,-526938.75,0.6050756858334732,0.6266844281969914,0.7573113206367251
-4,3,alexnet,near_onb_below_val0180,integrated_gradients,output,209838.828125,490057.90625,0.5610334982207916,0.5706015231918184,0.7810554598020166
-4,3,alexnet,near_onb_above_val0240,integrated_gradients,output,493766.875,452148.15625,0.6079802796940124,0.6276756320362427,0.7627500308134231
-4,3,alexnet,worst_prediction_val0005,integrated_gradients,output,264996.125,482192.78125,0.5757291624738561,0.6075736823559584,0.8062645653635879
-4,3,alexnet,low_heatflux_val0000,integrated_gradients,output,168999.453125,478563.5625,0.6009837512651125,0.6211683951469739,0.8141581688466709
-4,3,alexnet,high_heatflux_val0300,integrated_gradients,output,724349.8125,440592.625,0.6563614822669495,0.6740458294383563,0.7549840591590753
-8,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,159878.65625,833908.5625,0.6571711383524995,0.6687986034024592,0.8044035338036873
-8,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,347499.59375,736189.5,0.6348399859196537,0.6558784427015664,0.7943286251315593
-8,1,cnntf_v2_gap,false_negative_val0194,integrated_gradients,output,273690.28125,756277.75,0.6499063172778918,0.6668392834496779,0.7877783163639969
-8,1,cnntf_v2_gap,worst_prediction_val0145,integrated_gradients,output,44487.7734375,936580.125,0.6427131286588414,0.6611829118529738,0.8123331485455884
-8,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,45620.83203125,919685.625,0.6441557465369618,0.6593841417469792,0.8109686038992217
-8,1,alexnet,near_onb_below_val0120,integrated_gradients,output,74241.8828125,467239.46875,0.6298191465575361,0.6405575938286319,0.7366947855345599
-8,1,alexnet,near_onb_above_val0180,integrated_gradients,output,388154.3125,430617.125,0.6248570049462547,0.642481086285019,0.7466740758275597
-8,1,alexnet,false_negative_val0230,integrated_gradients,output,268359.6875,433915.03125,0.6304002458928563,0.6367277721754009,0.7414624100151248
-8,1,alexnet,worst_prediction_val0145,integrated_gradients,output,-26384.373046875,469974.84375,0.6428469225185725,0.658685774858976,0.7373118651747315
-8,1,alexnet,low_heatflux_val0060,integrated_gradients,output,56865.17578125,470107.625,0.6366238274142866,0.6495559562939953,0.7365501716232711
-8,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,72618.0390625,1224468.75,0.645214525127297,0.6579926010714261,0.7926147378870184
-8,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,413914.03125,1128385.0,0.6140821762387716,0.6370587155783349,0.8207979643463635
-8,2,cnntf_v2_gap,worst_prediction_val0091,integrated_gradients,output,31989.875,1194008.0,0.649353134288487,0.666733018767746,0.790815083345258
-8,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,74338.046875,1189730.375,0.635360393633773,0.6514515640740051,0.7958135554009701
-8,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,774527.3125,1046526.9375,0.5973871316902863,0.6235758075314792,0.8253757165560579
-8,2,alexnet,near_onb_below_val0060,integrated_gradients,output,130433.5546875,422737.46875,0.6516649740639505,0.6626261224490554,0.7776003471885581
-8,2,alexnet,near_onb_above_val0120,integrated_gradients,output,389235.84375,408653.125,0.5966915099375468,0.6181774605103725,0.7986378355814775
-8,2,alexnet,worst_prediction_val0303,integrated_gradients,output,675915.0,405659.0,0.6550420052101484,0.6767918429087841,0.7769601048474915
-8,2,alexnet,low_heatflux_val0180,integrated_gradients,output,96364.640625,418457.71875,0.6545668983456674,0.6675415828634903,0.7773440826067296
-8,2,alexnet,high_heatflux_val0300,integrated_gradients,output,785586.75,408091.78125,0.6112016481051786,0.6388020403428972,0.7903998518279992
-8,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,262999.5,-590909.3125,0.6235294715810175,0.633388553908222,0.7630351741448669
-8,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,495155.78125,-594499.625,0.6152002012130674,0.6392968567904487,0.7440171448130524
-8,3,cnntf_v2_gap,worst_prediction_val0038,integrated_gradients,output,245781.34375,-616819.5625,0.619569817367039,0.6352700219065774,0.7994535814420328
-8,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,168976.0625,-590056.25,0.6296964480496308,0.6438358643791681,0.7923374294625839
-8,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,738081.4375,-499029.75,0.676471352535265,0.6926566270945558,0.7400979843198461
-8,3,alexnet,near_onb_below_val0180,integrated_gradients,output,215247.25,465651.0625,0.6004755951434707,0.6095577840621126,0.8365291013703746
-8,3,alexnet,near_onb_above_val0240,integrated_gradients,output,456638.25,466091.375,0.6134455021039685,0.6312320762259483,0.7841951569787107
-8,3,alexnet,worst_prediction_val0016,integrated_gradients,output,257651.28125,466114.75,0.5919539949928165,0.6084396376753893,0.816827242614634
-8,3,alexnet,low_heatflux_val0000,integrated_gradients,output,129374.8671875,473113.0,0.5948288137919209,0.6088351507860792,0.8174129856339515
-8,3,alexnet,high_heatflux_val0300,integrated_gradients,output,697982.5625,441096.78125,0.6175760901175997,0.6347733152194145,0.8080646771044416
-12,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,105605.5859375,777683.3125,0.657192170245436,0.6673205774189267,0.9519230238680714
-12,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,373221.09375,680880.125,0.6030727698001895,0.6254160581726864,0.920959084738267
-12,1,cnntf_v2_gap,false_negative_val0229,integrated_gradients,output,290615.5625,695633.25,0.6563385611965771,0.6701826517515225,0.8987393852975037
-12,1,cnntf_v2_gap,worst_prediction_val0133,integrated_gradients,output,43387.296875,816662.5,0.6690353937072869,0.6817887334849011,0.9518189963023028
-12,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,122872.1796875,752606.625,0.6628976941829877,0.6740889373660437,0.9521681301362985
-12,1,alexnet,near_onb_below_val0120,integrated_gradients,output,55619.52734375,458920.5625,0.6071856384134819,0.6174374766056683,0.7993774738798071
-12,1,alexnet,near_onb_above_val0180,integrated_gradients,output,391272.625,441562.375,0.6114931105405689,0.6317688419441141,0.7814122849514962
-12,1,alexnet,false_negative_val0224,integrated_gradients,output,289248.15625,430339.53125,0.682573521302382,0.6891940495965009,0.7909304436373177
-12,1,alexnet,worst_prediction_val0141,integrated_gradients,output,-6251.1953125,462348.4375,0.6077948755002115,0.6180704924443284,0.7960997024863026
-12,1,alexnet,low_heatflux_val0060,integrated_gradients,output,40409.32421875,463737.1875,0.6046407502969026,0.6159714561826442,0.7982054608601147
-12,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,49399.30859375,951059.8125,0.6023856565821026,0.6148081950031048,0.799956113385393
-12,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,396260.0625,877706.4375,0.6022775641065358,0.627725691326339,0.8182039299255073
-12,2,cnntf_v2_gap,worst_prediction_val0054,integrated_gradients,output,-25343.310546875,953194.5625,0.5951752274059222,0.6128069467388333,0.801662624346431
-12,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,74964.5234375,955564.6875,0.5951591379149139,0.6092206910153927,0.8008496767916795
-12,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,748231.5,795113.1875,0.6165039816296121,0.6415932469731994,0.8057604935615474
-12,2,alexnet,near_onb_below_val0060,integrated_gradients,output,95520.8046875,419990.46875,0.6147283084095779,0.624763050865002,0.7753739440676749
-12,2,alexnet,near_onb_above_val0120,integrated_gradients,output,410469.6875,412926.125,0.5800379086641392,0.5981877426216492,0.76375129606045
-12,2,alexnet,worst_prediction_val0303,integrated_gradients,output,656906.1875,425711.03125,0.6042289549834906,0.6289171387623993,0.7581580535125644
-12,2,alexnet,low_heatflux_val0180,integrated_gradients,output,105205.3671875,424197.09375,0.6155362697212263,0.6264578674629424,0.7740951030173325
-12,2,alexnet,high_heatflux_val0300,integrated_gradients,output,732251.875,416059.28125,0.6069266901977758,0.6323285590177162,0.7583650612406857
-12,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,298476.9375,-707226.9375,0.6073336462775384,0.6204745341874577,0.7636496027838157
-12,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,518652.4375,-659311.9375,0.6127094464387354,0.6371700523407067,0.7506265969190739
-12,3,cnntf_v2_gap,worst_prediction_val0015,integrated_gradients,output,284372.84375,-730456.0625,0.611325539041713,0.6241165783370672,0.7715419229402326
-12,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,162334.609375,-765971.625,0.6249057815959638,0.6365470753922102,0.7713750165190673
-12,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,747883.125,-614036.8125,0.6239047384558214,0.6434801619028061,0.7453957007525561
-12,3,alexnet,near_onb_below_val0180,integrated_gradients,output,227674.5625,462046.0625,0.6781017478793591,0.6885383109755097,0.749437125354976
-12,3,alexnet,near_onb_above_val0240,integrated_gradients,output,441646.4375,453297.84375,0.7209481526871866,0.7314708500728901,0.7474483843501479
-12,3,alexnet,worst_prediction_val0004,integrated_gradients,output,273613.875,466256.5625,0.6426440341535101,0.6541594361001022,0.7624553915048443
-12,3,alexnet,low_heatflux_val0000,integrated_gradients,output,153871.546875,475129.0625,0.6474237950229805,0.6575417182917696,0.7638152240917719
-12,3,alexnet,high_heatflux_val0300,integrated_gradients,output,694479.0625,441369.25,0.6674032988340454,0.6810740153526657,0.7775430518043212
-16,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,84169.8125,444553.53125,0.6641788226793918,0.6726384815995488,0.8313179215027456
-16,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,384888.65625,482009.21875,0.6381039501395992,0.6601491796602313,0.9052345025164132
-16,1,cnntf_v2_gap,false_negative_val0230,integrated_gradients,output,274117.125,433562.59375,0.6532922451679805,0.6621596337077725,0.9246133289564368
-16,1,cnntf_v2_gap,worst_prediction_val0142,integrated_gradients,output,37312.203125,446873.875,0.6641351795315091,0.672643840573894,0.841359266064733
-16,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,100717.4609375,447138.28125,0.6643261839877411,0.6732536621965006,0.8308948866087476
-16,1,alexnet,near_onb_below_val0120,integrated_gradients,output,59468.6171875,446809.90625,0.6285244656308077,0.6377943463953862,0.7623516713545141
-16,1,alexnet,near_onb_above_val0180,integrated_gradients,output,362213.96875,434488.71875,0.6526579130651867,0.6688222437588838,0.7327257541713568
-16,1,alexnet,false_negative_val0230,integrated_gradients,output,213342.703125,433143.5625,0.6796536224273874,0.6874353761133675,0.7416994046163169
-16,1,alexnet,worst_prediction_val0134,integrated_gradients,output,5562.62744140625,460206.9375,0.6155870020959818,0.6250929211033185,0.7670560475117092
-16,1,alexnet,low_heatflux_val0060,integrated_gradients,output,58291.1328125,453953.71875,0.6310504237000047,0.6406561494749338,0.762413852113093
-16,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,66019.0625,965532.0625,0.6380764843065879,0.6484680037726173,0.8019279465326504
-16,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,435147.4375,817338.625,0.6572594331045397,0.6782325052701358,0.7853097775173269
-16,2,cnntf_v2_gap,worst_prediction_val0109,integrated_gradients,output,33957.23046875,1002153.5625,0.6393056789376016,0.6508400915327188,0.8108403821060886
-16,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,87397.8046875,954507.9375,0.6336443763591906,0.6445332396374687,0.8012755917263771
-16,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,786701.6875,820564.0625,0.6492462072588864,0.6736971332454895,0.7772777633427973
-16,2,alexnet,near_onb_below_val0060,integrated_gradients,output,81249.359375,411549.5,0.6253842945037401,0.6348210765574529,0.7412377170187686
-16,2,alexnet,near_onb_above_val0120,integrated_gradients,output,441624.8125,421176.78125,0.5897824664187381,0.6111521855621332,0.7854093451533466
-16,2,alexnet,worst_prediction_val0069,integrated_gradients,output,3407.231689453125,416637.53125,0.6159529610981876,0.6262111936130752,0.7438611099447292
-16,2,alexnet,low_heatflux_val0180,integrated_gradients,output,64056.1953125,403751.40625,0.6273064936753194,0.637110145391751,0.7415554940385434
-16,2,alexnet,high_heatflux_val0300,integrated_gradients,output,763257.8125,386054.03125,0.6281507138844238,0.6494371325534877,0.7813527678667653
-16,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,278631.09375,-726960.125,0.6419643492941614,0.6572777258476415,0.7409255895802378
-16,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,503230.21875,-691179.9375,0.6423359727333696,0.6649903410294311,0.7388327661995974
-16,3,cnntf_v2_gap,worst_prediction_val0015,integrated_gradients,output,250113.796875,-742007.4375,0.6635298978560202,0.6731878737383982,0.7398974921380704
-16,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,152612.28125,-757632.0,0.66527496926831,0.674438479463211,0.7436087661658372
-16,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,752815.0,-565449.1875,0.6075856890763963,0.6293005952055671,0.7372061094210142
-16,3,alexnet,near_onb_below_val0180,integrated_gradients,output,203983.765625,484008.75,0.6167034670694579,0.632581055700022,0.8134574260189181
-16,3,alexnet,near_onb_above_val0240,integrated_gradients,output,434905.5,448854.875,0.5872172395940801,0.6069457259824845,0.7914616634194918
-16,3,alexnet,worst_prediction_val0005,integrated_gradients,output,253381.078125,468190.96875,0.6052383606439722,0.6156365380700975,0.8101702660488799
-16,3,alexnet,low_heatflux_val0000,integrated_gradients,output,90564.265625,477993.75,0.6224988720592836,0.631769155181527,0.8044186677454052
-16,3,alexnet,high_heatflux_val0300,integrated_gradients,output,680836.6875,420439.15625,0.6357080380364823,0.6550261472501998,0.7988236834353402
-20,1,cnntf_v2_gap,near_onb_below_val0120,integrated_gradients,output,105472.828125,70955.9375,0.6378967434203502,0.6472785008954881,0.8511216459229464
-20,1,cnntf_v2_gap,near_onb_above_val0180,integrated_gradients,output,386623.5625,-1402.017822265625,0.6334178492994,0.6576275786108927,0.8297498079960562
-20,1,cnntf_v2_gap,false_negative_val0229,integrated_gradients,output,275165.03125,-11534.2265625,0.6123634817128458,0.6352293014350044,0.8496055294616446
-20,1,cnntf_v2_gap,worst_prediction_val0128,integrated_gradients,output,38997.7890625,3812.37109375,0.6331735854399831,0.6429733361987743,0.8518926945869947
-20,1,cnntf_v2_gap,low_heatflux_val0060,integrated_gradients,output,125841.8359375,35608.25,0.6386987407850809,0.6481921354204003,0.8502482461146507
-20,1,alexnet,near_onb_below_val0120,integrated_gradients,output,93504.921875,461084.5,0.6218217077374186,0.6306691102869374,0.78403290347786
-20,1,alexnet,near_onb_above_val0180,integrated_gradients,output,371557.875,424967.03125,0.6410111977771769,0.6611205961973242,0.775056837585562
-20,1,alexnet,false_negative_val0229,integrated_gradients,output,247969.15625,436942.15625,0.6216907095344548,0.6395494480913452,0.7868788716569307
-20,1,alexnet,low_heatflux_val0060,integrated_gradients,output,139521.21875,455206.125,0.621993128588204,0.6309227908329964,0.7836885312886065
-20,1,alexnet,high_heatflux_val0300,integrated_gradients,output,661718.125,411003.3125,0.6001500550514695,0.6270804258061367,0.7775160311385342
