experiment_name,noise_dir,source_dir,max_freq_dir,chunks_per_source,data_path,split_strategy,feature_set,folds,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,prediction_pearson_mean,prediction_pearson_std
2025.06.11_0.3_2,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,group_kfold,total_power_only,3,0.628062082298115,0.46200527871653824,103693.23850132422,36915.29171318504,81179.1547380729,26919.297107182614,0.8004218425718137,0.28708115514293897
2025.06.11_0.3_2,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,full_spectrogram_pca,3,0.8841062139406236,0.02767305291353388,89694.05497413683,13775.283925828613,72321.31909462239,10682.760230509679,0.9630770526021294,0.004499383948637973
2025.06.11_0.3_2,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,old_style_magnitude_minmax_pca,3,0.7764066917980849,0.0523073024430786,124412.14164081558,17158.55879903178,98165.03247844183,17012.05651303222,0.9014552749073569,0.04219920810755317
2025.06.11_0.3_2,heatflux_SNR=-12,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-12,kfold,total_power_only,3,0.9270295652609565,0.015595993420101546,70916.29645085432,5511.790254299524,49194.364871205726,6243.728943646842,0.9651041860363189,0.005842823928499884
2025.06.11_0.3_2,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,full_spectrogram_pca,3,0.6327830004143806,0.17849090898986716,127985.30204917387,35341.4930558858,105884.40661488281,26365.297563866046,0.8744968846659228,0.09732662806151636
2025.06.11_0.3_2,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,3,0.5354829830494973,0.17306511683245018,146091.46890765746,21245.24395880384,125368.02685177517,13872.725939130754,0.8832650422001646,0.03177902247412267
2025.06.11_0.3_2,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,group_kfold,total_power_only,3,0.6229482727440603,0.4564824823253464,106152.03236320002,34210.62761398344,83688.87485631944,24678.828085045963,0.7987590630809707,0.28520457222015055
2025.06.11_0.3_2,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,full_spectrogram_pca,3,0.8694475867492143,0.038739744742155476,95009.09642701839,17437.23075500855,75875.26755611545,15098.989553553456,0.9634916228922398,0.009999395594219031
2025.06.11_0.3_2,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,old_style_magnitude_minmax_pca,3,0.7664215514749259,0.029549176702691558,127526.39973621054,11279.8829708806,102031.49629913627,14063.54811648351,0.897141586239219,0.026401839062644712
2025.06.11_0.3_2,heatflux_SNR=-16,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-16,kfold,total_power_only,3,0.9252946683951967,0.015695404035309973,71762.08744152302,5404.055731554177,50406.508838219605,6124.501606725228,0.9646804692361987,0.005086822664459128
2025.06.11_0.3_2,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,0.6253754510506034,0.19877953089749056,127718.21907078697,36747.357434585545,105174.0159023307,28310.119706083253,0.861919789727995,0.11815757226660419
2025.06.11_0.3_2,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,0.5473809239894875,0.12123235674387782,146626.73498469658,27612.038043685472,124426.87828156685,20262.043279746984,0.8831842225195315,0.04903698425677429
2025.06.11_0.3_2,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,0.6221196926281711,0.45729927462313463,106304.63033378385,34180.11050125617,83925.46033809894,24820.23090361273,0.7962466340972122,0.2891522873991407
2025.06.11_0.3_2,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,0.8490296633469607,0.03375915613208597,102405.45536706863,14682.813450263944,78007.91374740018,14634.324759356412,0.9533399627870102,0.004192548405622585
2025.06.11_0.3_2,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,0.7577732255084978,0.048023007688385966,129520.07466055911,13210.431586626437,106058.63976281683,17030.72714692052,0.8847526206570254,0.03797281152167724
2025.06.11_0.3_2,heatflux_SNR=-20,waterflow_20260722_1s_y_power,maxfreq=22kHz,5,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260722_1s_y_power\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,0.9262352280464766,0.016088173326745107,71277.2826073579,5533.179051491383,49613.028255546,5564.38874138245,0.9649562744911803,0.005615277656386406
