experiment_name,variant,noise_dir,data_path,split_strategy,feature_set,fold,train_samples,validation_samples,r2,rmse,mae,prediction_pearson
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,1,40,25,0.39398869523728164,219691.24300024778,180560.1143025512,0.686712613304771
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.45737404689031913,340688.83317955246,290517.38689246844,-0.1795743930326573
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,2,45,20,0.7265401658430154,134784.0244554769,102826.56793040918,0.9045053600741892
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,2,45,20,0.5907626337601657,164884.29325891746,132402.95131430804,0.9199312967006522
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,45,20,-0.20980247432774868,283497.2697919014,240685.28906283466,0.16184100673697643
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,45,20,0.7447379626011437,137431.7004871907,91765.21820152638,0.8840889763927825
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,45,20,0.6874897844919221,152063.82613787064,127223.33789441359,0.838184258105165
2025.07.09_0.3_1,relative_noise_only,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_relative_noise_only\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,45,20,-0.18629606746753957,296271.823106197,237880.22880881047,0.106091908878058
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,1,43,22,0.6467202742028544,191675.31662856793,140190.43717243726,0.8240155188732156
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,1,43,22,0.6287970298530319,196477.37776048496,157951.92797146318,0.857418715984541
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,1,43,22,0.5804170568952578,208889.08352733718,158671.49162177768,0.8106841646851504
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,2,43,22,0.08422190326514745,245896.43209748584,171760.68954816635,0.6912383061098079
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,2,43,22,0.2544620689403432,221866.6231259478,186767.6398146104,0.7272842672026472
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,2,43,22,0.4362325450237754,192933.25969738932,154178.8513860993,0.7132914775210765
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,3,44,21,0.2692322991764783,224287.59628744575,152020.13496176497,0.6624663817213284
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,3,44,21,0.5242020118483514,180978.4587659418,128045.63585035571,0.7440640244283271
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,3,44,21,0.4943265883739557,186573.79449361848,131271.8640260466,0.7637017730359316
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,1,40,25,0.03494378571094425,277235.40304825717,215366.77845909123,0.5281859982387584
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,1,40,25,-0.38010284421306273,331534.0268553398,280434.23555048974,-0.10800686369047174
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,1,40,25,-0.10037920429602032,296035.34757232456,227235.87600714192,0.4372224940245159
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,2,45,20,0.4279932161353476,194936.08350003517,149165.0778737621,0.8847621186179258
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,2,45,20,0.19436905216484723,231344.78663866338,183122.01470290674,0.8091508325130546
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,2,45,20,-0.01591227710772114,259788.397476281,223574.76963759336,0.7756171244586733
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,45,20,0.2682076393077061,232695.3690372197,182302.35469604022,0.6561525238084679
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,45,20,0.7728129633675728,129653.89791637067,106010.53271506052,0.8949366756222729
2025.07.09_0.3_1,fixed_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.5970120909021253,172679.11438159915,137007.04620547756,0.786774954410301
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,1,43,22,0.3661384166136148,256746.21366609237,207321.05786329356,0.6388001804132903
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,1,43,22,0.5087898738389944,226016.6781082856,190792.84673307155,0.778008366580478
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,43,22,0.4873432330810603,230898.0042703536,193964.29275579882,0.7345631014908542
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,2,43,22,0.051176032135799576,250293.70359936074,197170.5414933548,0.6022044631276742
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,2,43,22,0.3275288417148976,210714.26254173764,178309.4039876747,0.6476810319146914
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,43,22,0.32827098167512647,210597.95819064238,173814.2205354209,0.6715828358794441
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,44,21,-0.16910589224599692,283689.00847272226,227751.26149610768,0.4085683865269577
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,3,44,21,0.4292530991347594,198215.38744194712,170416.83153242548,0.6571459487043436
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,44,21,0.28214174578812934,222297.68189614447,174321.2428352421,0.561468493839463
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,1,40,25,-0.04389177133704858,288336.83055212005,252027.33997147906,0.3266734419786321
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,1,40,25,0.08685800324019166,269675.53050841397,237178.262421367,0.5277212504516541
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,40,25,0.020944076886051932,279239.0377634398,240320.97304842842,0.4692107291806094
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,2,45,20,-0.38528409859208224,303361.9247339705,229348.1321701769,0.5556458618066216
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,2,45,20,0.1276405024982591,240735.0872005563,200604.80909071834,0.8029386704103345
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,45,20,0.08325940789725694,246782.79434747697,209499.4128197007,0.7786836300858363
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,total_power_only,3,45,20,0.41027888591173667,208889.75629554273,179252.55206452208,0.6942160507274576
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,full_spectrogram_pca,3,45,20,0.5499820673576807,182477.24467210827,160926.93931540535,0.7529381170820715
2025.07.09_0.3_1,fixed_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.07.09_0.3_1\data\npy\waterflow_20260724_1s_p0_fixed_mixture\maxfreq=22kHz\heatflux_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,45,20,0.4425753199367132,203089.23382873673,170007.34397828887,0.7134806034173763
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,1,60,30,0.9071448198199141,79964.62133550925,46336.81040736977,0.9535798218463124
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,1,60,30,0.9015194074112449,82351.24003484432,72137.67211867188,0.9707362857249188
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8023159871074381,116675.74717528831,102795.44385804688,0.9126014973174132
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,2,60,30,0.8621691764541273,94134.24767382309,55184.13394784384,0.9498910470829096
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,2,60,30,0.864909867099368,93193.64429936625,78870.45548064844,0.9671178100724127
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,2,60,30,0.7902685087419083,116119.80635596579,89051.9734448151,0.8899859679133821
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,total_power_only,3,60,30,0.9756533348703554,42308.09385180237,28487.18133305808,0.9882473144293085
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,full_spectrogram_pca,3,60,30,0.8487384321919188,105455.2041148972,89013.20435038021,0.9583803139185778
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,kfold,old_style_magnitude_minmax_pca,3,60,30,0.6700233718431718,155756.18743862162,117809.59093204689,0.821387851982418
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,1,60,30,0.8961834051385279,81233.18662813523,52796.87573670834,0.9596608714968593
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,1,60,30,0.8014254835181491,112347.09752652633,94122.23233500002,0.9491373508325224
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.657132952405758,147626.04129462075,108239.40858958334,0.8153501171346655
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,2,60,30,0.896790483945527,88845.03365078458,68637.40459619174,0.9694423078508485
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,2,60,30,0.7840221049441666,128522.13678688517,110779.6149361979,0.9579686337227115
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.7086334938478192,149277.06872953929,117123.31204104164,0.8817542843392816
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,total_power_only,3,60,30,0.7812746626961486,121281.97463907502,90415.78124886718,0.9076541897850531
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,full_spectrogram_pca,3,60,30,0.7772186945049021,122401.315131857,102920.86087657552,0.9128697423276934
2025.06.11_0.3_2,relative_mixture,heatflux_no_noise,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_no_noise,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.6771765340901453,147342.9157280873,125343.8320840755,0.9019693752141501
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,1,60,30,0.9018768153822738,82201.66872275522,62868.702299026445,0.9507840191664227
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,1,60,30,0.8999129609900134,83020.19270155884,65611.29648138021,0.9524887514323287
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,60,30,0.01572447513419173,260347.34881789665,230851.75905179692,0.19654447096087682
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,2,60,30,0.913848260775868,74422.88564641538,47668.73397803035,0.9695200282553028
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,full_spectrogram_pca,2,60,30,0.8499101404786744,98231.35982516785,71701.30961085677,0.9464229792323515
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,60,30,-0.06370818387550892,261508.45253992986,211450.4594543985,0.07177432656646308
2025.06.11_0.3_2,relative_mixture,heatflux_SNR=-20,C:\Users\Casper4\Python\ueki\shibasaki\研究\Pool_boiling\Subcooling_20_degrees\0.3\2025.06.11_0.3_2\data\npy\waterflow_20260724_1s_p0_relative_mixture\maxfreq=22kHz\heatflux_SNR=-20,kfold,total_power_only,3,60,30,0.9463484513920339,62805.09095527858,45422.91761069327,0.9778669454395335
