experiment_name,test_noise_level,split_strategy,feature_set,fold,r2,rmse,mae,prediction_pearson
2025.07.09_0.3_1,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,-0.9275948798478963,362847.5333709528,280877.51302432135,0.5321401145590238
2025.07.09_0.3_1,no_noise,group_kfold,total_power_only,1,0.050832294838581205,274943.7550814533,210243.39470909123,0.5406964480751276
2025.07.09_0.3_1,reference_SNR=0,group_kfold,total_power_only,1,0.5287064569048833,193739.47926791417,174911.89180667396,0.7441490416117938
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,total_power_only,1,0.5287064569048833,193739.47926791417,174911.89180667396,0.7441490416117938
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,total_power_only,1,-0.9545475422640815,394544.05384018517,326918.8685991206,0.7441490416117941
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,total_power_only,1,-0.9545475422640815,394544.05384018517,326918.8685991206,0.7441490416117941
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,total_power_only,1,-1.312436234680118,429148.17123779905,361987.6185991206,nan
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,total_power_only,1,-1.312436234680118,429148.17123779905,361987.6185991206,nan
2025.07.09_0.3_1,no_noise,group_kfold,full_spectrogram_pca,1,-0.30420685704094264,322289.10382412164,270902.2705504898,0.0034209382501127514
2025.07.09_0.3_1,reference_SNR=0,group_kfold,full_spectrogram_pca,1,-0.1723368179390603,305561.46632502525,267248.76555048977,0.08876857103554259
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,full_spectrogram_pca,1,0.08416693728364011,270072.6104537774,248452.4621171126,0.33493971546796564
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,full_spectrogram_pca,1,0.1255546544630166,263899.59178776125,235001.32618167397,0.5424979934465827
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,full_spectrogram_pca,1,0.2318168633718405,247345.92955568622,214393.81055667397,0.6978612138374795
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,full_spectrogram_pca,1,0.2554710391128646,243507.9704798027,214770.79743167397,0.7118041674406528
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,full_spectrogram_pca,1,0.2258272876224141,248308.3436476268,219950.46243167398,0.6700718960006099
2025.07.09_0.3_1,no_noise,group_kfold,old_style_magnitude_minmax_pca,1,-0.09265268860462772,294994.1832531479,229131.79788214195,0.43042698664701834
2025.07.09_0.3_1,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,1,-1.1137397264404565,410296.80782416184,348371.4385991206,0.11129302089647079
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,1,-0.7937524784819863,377966.78825819725,316672.7635991206,0.4647235577272507
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,1,-0.6970003192497891,367632.0324376128,302550.89609912055,0.7139097812965518
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,1,-0.6160441488513368,358755.8518292551,293734.2148491206,0.7282798207854058
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,1,-0.5822810260657987,354988.42578948935,286526.9623491206,0.6817282942484204
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,-0.5544129803786855,351848.40800798725,277679.7211400765,0.6916437448001361
2025.07.09_0.3_1,no_noise,group_kfold,total_power_only,2,0.45491667032760785,190293.12434358106,145729.88876243395,0.8862520264156419
2025.07.09_0.3_1,reference_SNR=0,group_kfold,total_power_only,2,-0.16572717869070086,278285.19852626487,213963.06228789774,0.7786849421856359
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,total_power_only,2,-0.16572717869070086,278285.19852626487,213963.06228789774,0.7786849421856359
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,total_power_only,2,0.30470959850822044,214918.97645152223,169922.5575832327,0.7786849421856362
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,total_power_only,2,0.30470959850822044,214918.97645152223,169922.5575832327,0.7786849421856362
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,total_power_only,2,-0.4129665904523434,306378.0115138985,243651.88431398664,0.778684942185636
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,total_power_only,2,-0.41479076252685854,306575.7182216368,243856.21243898664,0.778684942185636
2025.07.09_0.3_1,no_noise,group_kfold,full_spectrogram_pca,2,0.1411416495558916,238864.94445116617,189881.83934837143,0.8177238993136008
2025.07.09_0.3_1,reference_SNR=0,group_kfold,full_spectrogram_pca,2,-0.14189781347007968,275426.2107770166,225551.08455352276,0.8004196499580544
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,full_spectrogram_pca,2,-0.19942469135461116,282278.7197624851,234868.76029868308,0.791843150313342
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,full_spectrogram_pca,2,-0.21926497743331153,284603.80113550054,238221.111611736,0.7234543379168838
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,full_spectrogram_pca,2,0.1170707193607925,242189.10728664155,213638.075674236,0.7422716492829937
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,full_spectrogram_pca,2,0.29664339153506647,216162.0412131268,196851.989736736,0.7545803774860351
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,full_spectrogram_pca,2,0.3145190384991642,213397.50881837815,193852.20223673602,0.7678740330976868
2025.07.09_0.3_1,no_noise,group_kfold,old_style_magnitude_minmax_pca,2,0.22148884824916348,227417.5966438235,190466.97784071835,0.8123327661512605
2025.07.09_0.3_1,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,2,0.05945232076796936,249966.64122092945,206980.9825832327,0.5738660843726825
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,2,0.08081963761467548,247110.96420793084,202888.5419582327,0.6420932041540607
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,2,0.05606135693091774,250416.8391448926,207782.94508323268,0.5632158473176332
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,2,0.057024133792659026,250289.09935564126,204822.36695823268,0.6955155366314794
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,2,-0.1096068316581904,271503.9845234898,218403.24112168505,0.47720626775411334
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,-0.1391083457044071,275089.59470479493,221502.85674668505,0.2962967661311616
2025.07.09_0.3_1,no_noise,group_kfold,total_power_only,3,0.26290849779472103,233536.359945636,181840.35023212916,0.6599663343178248
2025.07.09_0.3_1,reference_SNR=0,group_kfold,total_power_only,3,0.5073901185615967,190917.3353219204,165560.9840957721,0.7390890974240647
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,total_power_only,3,0.5073901185615967,190917.3353219204,165560.9840957721,0.7390890974240647
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,total_power_only,3,0.5073901185615967,190917.3353219204,165560.9840957721,0.7390890974240647
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,total_power_only,3,0.5073901185615967,190917.3353219204,165560.9840957721,0.7390890974240647
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,total_power_only,3,-0.9457370676064514,379433.68255686073,299422.14932028454,0.7390890974240646
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,total_power_only,3,-0.9457370676064514,379433.68255686073,299422.14932028454,0.7390890974240646
2025.07.09_0.3_1,no_noise,group_kfold,full_spectrogram_pca,3,0.7242382103593881,142843.62042120952,113412.3392647913,0.8641018021889972
2025.07.09_0.3_1,reference_SNR=0,group_kfold,full_spectrogram_pca,3,0.5845056177038991,175338.13494384591,139350.67706452208,0.785494217296743
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,full_spectrogram_pca,3,0.5298931245350833,186505.69859888486,151197.58722077208,0.7603913643762761
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,full_spectrogram_pca,3,0.5017537447805369,192006.45360252575,164828.27159577206,0.7299836629615517
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,full_spectrogram_pca,3,0.6043148273054544,171107.36084348752,143010.8173897913,0.7879610120237759
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,full_spectrogram_pca,3,0.49245924441876787,193789.06418388427,157078.8377022913,0.7040592668978484
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,full_spectrogram_pca,3,0.48870792304085764,194503.90994909673,156467.40957729128,0.7026175532592334
2025.07.09_0.3_1,no_noise,group_kfold,old_style_magnitude_minmax_pca,3,0.617592760014841,168211.9547091415,135366.26417422754,0.7955012243286709
2025.07.09_0.3_1,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,3,-0.4804672806830017,330973.49145640637,239915.17737143495,0.6304125940465697
2025.07.09_0.3_1,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,3,-0.4245420443876531,324661.98557479854,234441.95862143495,0.6573416731504517
2025.07.09_0.3_1,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,3,-0.41655178523678926,323750.1903512439,233286.7930210515,0.663153574174392
2025.07.09_0.3_1,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,3,-0.3905501896046797,320765.12138238637,230373.24617066802,0.681510081715378
2025.07.09_0.3_1,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,3,-0.3836285712436256,319965.8034187917,231910.73367066804,0.6692482728517941
2025.07.09_0.3_1,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,-0.44265852889661117,326719.8931397776,244045.52432028454,0.7107797777896658
2025.06.11_0.3_2,no_noise,kfold,total_power_only,1,0.9434835775344768,60768.91887612401,36713.933123505194,0.9729527236924567
2025.06.11_0.3_2,reference_SNR=0,kfold,total_power_only,1,0.8958302349635772,82502.10335796027,62315.47095579687,0.9622888107929921
2025.06.11_0.3_2,reference_SNR=-4,kfold,total_power_only,1,0.734835772440664,131629.0193542934,95453.54152579686,0.9429351400279993
2025.06.11_0.3_2,reference_SNR=-8,kfold,total_power_only,1,0.6335792465497626,154733.45050331723,112075.16235913019,0.9189517116804906
2025.06.11_0.3_2,reference_SNR=-12,kfold,total_power_only,1,0.601762599215614,161311.45219767062,118954.55715079686,0.9182931917482158
2025.06.11_0.3_2,reference_SNR=-16,kfold,total_power_only,1,0.4447969382933078,190467.15936964695,139173.39719746352,0.9078399504887278
2025.06.11_0.3_2,reference_SNR=-20,kfold,total_power_only,1,0.3966056756584021,198561.38295044436,146705.63886413016,0.9043141757940109
2025.06.11_0.3_2,no_noise,kfold,full_spectrogram_pca,1,0.8679870500080745,92875.77410750516,76854.5924060052,0.9604426995696029
2025.06.11_0.3_2,reference_SNR=0,kfold,full_spectrogram_pca,1,0.888451259356037,85374.17389561137,75622.31491579687,0.962236557117169
2025.06.11_0.3_2,reference_SNR=-4,kfold,full_spectrogram_pca,1,0.8831564966568366,87376.86600835783,76571.75094829687,0.9567254224944782
2025.06.11_0.3_2,reference_SNR=-8,kfold,full_spectrogram_pca,1,0.8785605105571649,89078.75630842087,77872.32047954688,0.9537162648207702
2025.06.11_0.3_2,reference_SNR=-12,kfold,full_spectrogram_pca,1,0.8773156739808674,89534.15088927124,77909.14443788021,0.9530236924913926
2025.06.11_0.3_2,reference_SNR=-16,kfold,full_spectrogram_pca,1,0.876172230628966,89950.4216300956,77095.9582291302,0.9531594768646768
2025.06.11_0.3_2,reference_SNR=-20,kfold,full_spectrogram_pca,1,0.8842680205369091,86960.2679392953,74322.44989579688,0.9584248835045692
2025.06.11_0.3_2,no_noise,kfold,old_style_magnitude_minmax_pca,1,0.8972081180320342,81954.64761673808,66926.22611204688,0.9554085128662863
2025.06.11_0.3_2,reference_SNR=0,kfold,old_style_magnitude_minmax_pca,1,0.276536264201642,217421.5371739015,178072.77029579692,0.8265288123653335
2025.06.11_0.3_2,reference_SNR=-4,kfold,old_style_magnitude_minmax_pca,1,0.22168931370441547,225512.5289477837,186351.80675413026,0.8125662641362178
2025.06.11_0.3_2,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,1,0.010816665939604397,254233.3814744414,210658.38175413024,0.74619067528003
2025.06.11_0.3_2,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,1,-0.232805770460492,283819.0276442321,233750.51250413022,0.6375529357054337
2025.06.11_0.3_2,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,1,-0.30648424236825145,292177.1621629957,236980.77396246357,0.5893133173248801
2025.06.11_0.3_2,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,-0.3313644828065547,294946.1027700089,241756.01158246354,0.6520003339559622
2025.06.11_0.3_2,no_noise,kfold,total_power_only,2,0.8700604301734043,98632.81175860213,66540.72768603134,0.93561965273201
2025.06.11_0.3_2,reference_SNR=0,kfold,total_power_only,2,0.9110847081955192,81590.37526047564,64108.04190273176,0.9551838752250377
2025.06.11_0.3_2,reference_SNR=-4,kfold,total_power_only,2,0.9295293014947353,72636.51341159684,57335.30621814843,0.9661697757683536
2025.06.11_0.3_2,reference_SNR=-8,kfold,total_power_only,2,0.540991098346639,185379.3075216305,139497.46180773177,0.9058834896473777
2025.06.11_0.3_2,reference_SNR=-12,kfold,total_power_only,2,0.5032672284312245,192846.65405705845,143300.28397439848,0.9054005041181143
2025.06.11_0.3_2,reference_SNR=-16,kfold,total_power_only,2,0.320317411330332,225581.65259653464,170411.43855939843,0.8945880285830594
2025.06.11_0.3_2,reference_SNR=-20,kfold,total_power_only,2,0.27918495852925285,232307.17409119327,177392.0114760651,0.89194691794816
2025.06.11_0.3_2,no_noise,kfold,full_spectrogram_pca,2,0.8274008790276214,113676.31618655472,92282.95669564843,0.9465388497097109
2025.06.11_0.3_2,reference_SNR=0,kfold,full_spectrogram_pca,2,0.7301215812751243,142146.0447946077,121331.5189535651,0.9239385861148388
2025.06.11_0.3_2,reference_SNR=-4,kfold,full_spectrogram_pca,2,0.7020625772430533,149352.75216524999,129874.25541189844,0.9130655895792946
2025.06.11_0.3_2,reference_SNR=-8,kfold,full_spectrogram_pca,2,0.658641206856639,159866.05157989202,139005.4392660651,0.8964012438662196
2025.06.11_0.3_2,reference_SNR=-12,kfold,full_spectrogram_pca,2,0.644247005066428,163201.81487918852,141973.66322439845,0.8943587142646482
2025.06.11_0.3_2,reference_SNR=-16,kfold,full_spectrogram_pca,2,0.6442244506879214,163206.98821183565,139481.45749523176,0.9122841914767402
2025.06.11_0.3_2,reference_SNR=-20,kfold,full_spectrogram_pca,2,0.605282957930995,171907.03126223662,144893.60344773176,0.90850218420202
2025.06.11_0.3_2,no_noise,kfold,old_style_magnitude_minmax_pca,2,0.7377746036121606,140116.11167785912,122376.79193064844,0.8942689398721485
2025.06.11_0.3_2,reference_SNR=0,kfold,old_style_magnitude_minmax_pca,2,0.5899373431070853,175216.82729894173,156575.63191939847,0.8934863123304677
2025.06.11_0.3_2,reference_SNR=-4,kfold,old_style_magnitude_minmax_pca,2,0.5700434820582747,179416.74362545926,160148.30744023182,0.8823138983382904
2025.06.11_0.3_2,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,2,-0.10452786665921687,287566.9956930344,242313.92350689849,0.5993391477785364
2025.06.11_0.3_2,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,2,-0.4586748256553441,330468.40584453254,285322.38311106514,0.43792429226011365
2025.06.11_0.3_2,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,2,-1.1634073095785387,402457.3358003679,359090.18519439845,0.16585175291490906
2025.06.11_0.3_2,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,-1.2277253631926328,408396.0437091724,368356.7042360652,0.2759175348084364
2025.06.11_0.3_2,no_noise,kfold,total_power_only,3,0.9718499226944919,44079.9399626091,24784.449820643218,0.986969757977371
2025.06.11_0.3_2,reference_SNR=0,kfold,total_power_only,3,0.9422184189647157,63153.279621816815,42729.1176151302,0.974509836392522
2025.06.11_0.3_2,reference_SNR=-4,kfold,total_power_only,3,0.7869206672393803,121275.16173638687,78591.50688346353,0.9527579044436737
2025.06.11_0.3_2,reference_SNR=-8,kfold,total_power_only,3,0.7055604522758434,142560.51953069642,92421.60485846353,0.9377554129148621
2025.06.11_0.3_2,reference_SNR=-12,kfold,total_power_only,3,0.7039442270514569,142951.25267979928,94000.26631679686,0.9413116486692923
2025.06.11_0.3_2,reference_SNR=-16,kfold,total_power_only,3,0.5922187760712994,167770.19562413997,108457.99003846354,0.9103595481939498
2025.06.11_0.3_2,reference_SNR=-20,kfold,total_power_only,3,0.5564784659604105,174967.9702646377,117185.94003846354,0.9088251595492
2025.06.11_0.3_2,no_noise,kfold,full_spectrogram_pca,3,0.853072326154924,100705.45589647087,76183.67746742188,0.9520256422951836
2025.06.11_0.3_2,reference_SNR=0,kfold,full_spectrogram_pca,3,0.7877354802568859,121043.06219713156,96626.39877096354,0.9323600705748313
2025.06.11_0.3_2,reference_SNR=-4,kfold,full_spectrogram_pca,3,0.7678384279345132,126589.11578311575,99707.20288263021,0.9243127738370535
2025.06.11_0.3_2,reference_SNR=-8,kfold,full_spectrogram_pca,3,0.7830597458931202,122368.96046063812,94845.50027846354,0.9424997330738053
2025.06.11_0.3_2,reference_SNR=-12,kfold,full_spectrogram_pca,3,0.7816354135886356,122770.0130807234,95420.15548679688,0.9408323864092341
2025.06.11_0.3_2,reference_SNR=-16,kfold,full_spectrogram_pca,3,0.7714336314708066,125605.12571883693,97797.58478013022,0.9364259242645949
2025.06.11_0.3_2,reference_SNR=-20,kfold,full_spectrogram_pca,3,0.7660332696980096,127080.30582708865,98769.88167596354,0.9366988429264039
2025.06.11_0.3_2,no_noise,kfold,old_style_magnitude_minmax_pca,3,0.676935035349338,149329.67839555035,110247.3510676302,0.8248857739884192
2025.06.11_0.3_2,reference_SNR=0,kfold,old_style_magnitude_minmax_pca,3,0.14977468525548976,242252.4702204498,200619.66888679695,0.5896398010421993
2025.06.11_0.3_2,reference_SNR=-4,kfold,old_style_magnitude_minmax_pca,3,0.029004207382578473,258886.7791706218,208042.59284513028,0.4501246378819786
2025.06.11_0.3_2,reference_SNR=-8,kfold,old_style_magnitude_minmax_pca,3,-0.47260681607480914,318819.2982777309,252105.07201179693,-0.005733539767260322
2025.06.11_0.3_2,reference_SNR=-12,kfold,old_style_magnitude_minmax_pca,3,-0.8846022590377103,360670.85725265235,286334.24203263025,-0.33033601656245015
2025.06.11_0.3_2,reference_SNR=-16,kfold,old_style_magnitude_minmax_pca,3,-0.9077155485618005,362875.8015061849,281043.73263679695,-0.30521916778612607
2025.06.11_0.3_2,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,-0.9898454920912751,370604.66027302545,300284.038324297,-0.30090416188234825
2025.06.11_0.3_2,no_noise,group_kfold,total_power_only,1,0.8967198789066146,81023.02793862464,52230.659351625014,0.9596873247441265
2025.06.11_0.3_2,reference_SNR=0,group_kfold,total_power_only,1,0.86875530232738,91335.78873194303,70482.36723083333,0.9592797204338198
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,total_power_only,1,0.675849228911104,143540.22729692527,105978.81662666667,0.9147695977704476
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,total_power_only,1,0.6737749632243475,143998.7573952563,106388.79058500001,0.9143211317237124
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,total_power_only,1,0.6001834070248573,159415.4858470073,118998.76662666668,0.8938042882985913
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,total_power_only,1,0.6001834070248573,159415.4858470073,118998.76662666668,0.8938042882985913
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,total_power_only,1,0.6001834070248573,159415.4858470073,118998.76662666668,0.8938042882985913
2025.06.11_0.3_2,no_noise,group_kfold,full_spectrogram_pca,1,0.7988766521637394,113065.82210518734,93861.65941833334,0.9481052144306613
2025.06.11_0.3_2,reference_SNR=0,group_kfold,full_spectrogram_pca,1,0.8213832552420455,106551.89677742001,88120.36486541668,0.9502184446606675
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,full_spectrogram_pca,1,0.8271096007605179,104829.98862568788,88105.62111000001,0.9583007894465994
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,full_spectrogram_pca,1,0.8201810803868546,106909.86769518736,90831.23048500001,0.9563003390668285
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,full_spectrogram_pca,1,0.8162986000242585,108057.85270426856,92098.35392250001,0.9540150328262028
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,full_spectrogram_pca,1,0.8141651045625588,108683.52955198126,92212.81121416668,0.953601980171373
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,full_spectrogram_pca,1,0.7983693173076258,113208.33689676794,95011.36798499999,0.9492079046966831
2025.06.11_0.3_2,no_noise,group_kfold,old_style_magnitude_minmax_pca,1,0.6525897306612869,148600.895314899,107367.88635500001,0.8155039295383765
2025.06.11_0.3_2,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,1,0.2873541027751334,212832.0335860249,173245.59955833343,0.6998010446330377
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,1,0.18976068643716115,226937.755886137,190554.06518333344,0.67237784035616
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,1,-0.6670274697848686,325515.35395169596,264132.2068500001,0.2112287613700036
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,1,-1.1807126260677152,372305.3860842032,305421.7812666668,-0.10277966751622875
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,1,-1.2851683686260764,381117.7729659357,309352.7231625001,-0.1332877117173629
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,-1.2732704777807684,380124.31982795504,310051.11460000003,-0.1389623018419984
2025.06.11_0.3_2,no_noise,group_kfold,total_power_only,2,0.8970447746994211,88735.51659932778,68651.85359764704,0.9690732269048051
2025.06.11_0.3_2,reference_SNR=0,group_kfold,total_power_only,2,0.8956886436822421,89318.01886427368,73976.40297333333,0.977763128609901
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,total_power_only,2,0.8379241282717427,111335.19354305942,93847.92774000001,0.9712485721950044
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,total_power_only,2,0.7730847648922183,131736.19430914402,108647.60482333336,0.9568116017869828
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,total_power_only,2,0.7524333060839186,137600.30414874063,113374.80794833336,0.9530657690558657
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,total_power_only,2,0.639512770496453,166042.1038240792,135628.60482333336,0.9285304638769764
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,total_power_only,2,0.5726070022619055,180795.23771174246,146872.8704483334,0.9105964283166683
2025.06.11_0.3_2,no_noise,group_kfold,full_spectrogram_pca,2,0.7510280586760637,137990.27755518025,118650.07305791668,0.9556104535104176
2025.06.11_0.3_2,reference_SNR=0,group_kfold,full_spectrogram_pca,2,0.78225212580765,129047.69366694018,103509.59284416666,0.9587470221784684
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,full_spectrogram_pca,2,0.767750948095012,133275.48150575414,109814.27461500002,0.9556767078836048
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,full_spectrogram_pca,2,0.7496654377408583,138367.3720025064,117202.19180250002,0.9522515080995293
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,full_spectrogram_pca,2,0.740221019695112,140953.31337241406,120178.83815666668,0.9497346038909844
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,full_spectrogram_pca,2,0.738507421933926,141417.4392094508,120553.23086500002,0.9489276832102541
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,full_spectrogram_pca,2,0.7155716352006516,147489.03619128186,126796.22669833335,0.9402865429135598
2025.06.11_0.3_2,no_noise,group_kfold,old_style_magnitude_minmax_pca,2,0.7085124380311298,149308.07603558517,117528.33843208333,0.8804850756391609
2025.06.11_0.3_2,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,2,0.5411514820392846,187330.26695467916,159907.0150216667,0.8256728273451714
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,2,0.5123437493575062,193121.30300514644,167107.93481333336,0.8250399618347203
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,2,0.44195208025523713,206589.8746463694,179564.87023000003,0.7967835275832901
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,old_style_magnitude_minmax_pca,2,0.4092349941902417,212559.57167199056,184769.30773000003,0.7814433775293685
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,2,0.4148378736161581,211549.20132679454,183024.13743833342,0.7978212340258497
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,0.42083834851978086,210461.7533997935,180757.16949000006,0.8025213027260254
2025.06.11_0.3_2,no_noise,group_kfold,total_power_only,3,0.7858633149904344,120003.040374631,86037.16393115885,0.9048086716714488
2025.06.11_0.3_2,reference_SNR=0,group_kfold,total_power_only,3,0.9395406694686973,63764.41486690878,54568.49375949218,0.9840544369306656
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,total_power_only,3,0.6454982767620252,154403.05433406963,119929.85204699218,0.9038090366437106
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,total_power_only,3,0.4991979119958737,183518.46890424448,146153.16297699217,0.9104983361094958
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,total_power_only,3,0.49492223560022663,184300.21274532052,149705.90253032552,0.9563204051505565
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,total_power_only,3,0.1453089307585287,239745.95848402224,190119.55878032552,0.871508846838265
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,total_power_only,3,0.08493788754354681,248068.71603489955,199125.44653365886,0.8873435000479633
2025.06.11_0.3_2,no_noise,group_kfold,full_spectrogram_pca,3,0.7613588735828677,126683.29680826551,105305.62542470051,0.9042577424074391
2025.06.11_0.3_2,reference_SNR=0,group_kfold,full_spectrogram_pca,3,0.7848356033356313,120290.66251605027,105488.64761990885,0.9409627237069214
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,full_spectrogram_pca,3,0.7478270671353171,130225.47389770181,115665.75621365885,0.9309595325478597
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,full_spectrogram_pca,3,0.7315449724975203,134363.86336243505,119867.73173449218,0.9293981508224675
2025.06.11_0.3_2,reference_SNR=-12,group_kfold,full_spectrogram_pca,3,0.729070079329553,134981.79424708083,120357.76090115885,0.9285899679446609
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,full_spectrogram_pca,3,0.7169283762550367,137973.2453909041,123460.08329699218,0.9126781350973983
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,full_spectrogram_pca,3,0.6928299088497324,143726.27669203925,130480.36271657552,0.893606668196782
2025.06.11_0.3_2,no_noise,group_kfold,old_style_magnitude_minmax_pca,3,0.6625510900569347,150643.61419175743,125919.36606490886,0.8900297432000271
2025.06.11_0.3_2,reference_SNR=0,group_kfold,old_style_magnitude_minmax_pca,3,-0.7280383248406816,340897.1707568586,287602.13507532544,0.5415149238280161
2025.06.11_0.3_2,reference_SNR=-4,group_kfold,old_style_magnitude_minmax_pca,3,-0.792324876855329,347180.3032297465,291447.5007003255,0.48775799612803433
2025.06.11_0.3_2,reference_SNR=-8,group_kfold,old_style_magnitude_minmax_pca,3,-0.8608639773725955,353756.1723920989,297990.5465336588,0.41664519483046464
