experiment_name,noise_level,split_strategy,feature_set,fold,train_samples,validation_samples,r2,rmse,mae,prediction_pearson
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,total_power_only,2,60,30,0.9227692148270775,76854.36001350581,57796.63497165649,0.9736901836572621
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,full_spectrogram_pca,2,60,30,0.8158463385790975,118676.15425768222,98284.02981250001,0.9567109347016002
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.7177979166409845,146910.68819217122,113519.82692145833,0.9316432471839754
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,total_power_only,3,60,30,0.7736524515609413,123377.11461498475,89969.47927115884,0.8892912635247348
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,full_spectrogram_pca,3,60,30,0.8344939329439862,105500.29429087478,90785.63026199216,0.9356095923986975
2025.06.11_0.3_2,reference_SNR=-16,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.7637933078103355,126035.47738866134,110741.98211449219,0.8944113275341994
2025.06.11_0.3_2,reference_SNR=-20,kfold,total_power_only,1,60,30,0.9237063357891367,70605.48089392675,51881.99882168228,0.9638110680684029
2025.06.11_0.3_2,reference_SNR=-20,kfold,full_spectrogram_pca,1,60,30,0.8712624840415546,91716.34537683758,71290.23419767186,0.9482101300695271
2025.06.11_0.3_2,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,1,60,30,0.8364805531102384,103366.27913134982,81920.06313215103,0.9285839325206255
2025.06.11_0.3_2,reference_SNR=-20,kfold,total_power_only,2,60,30,0.862837363349957,101337.13318294422,70995.2317366679,0.9292978856756687
2025.06.11_0.3_2,reference_SNR=-20,kfold,full_spectrogram_pca,2,60,30,0.8382545178919608,110044.10457261701,97412.84815523177,0.942709756040756
2025.06.11_0.3_2,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,2,60,30,0.8074743905665054,120059.06448242094,101818.37299044011,0.9222623079071673
2025.06.11_0.3_2,reference_SNR=-20,kfold,total_power_only,3,60,30,0.9450383016710024,61592.98762192035,35568.41109096626,0.9722201003804228
2025.06.11_0.3_2,reference_SNR=-20,kfold,full_spectrogram_pca,3,60,30,0.9164996326186552,75918.11067486371,59036.359603880206,0.963214678251667
2025.06.11_0.3_2,reference_SNR=-20,kfold,old_style_magnitude_minmax_pca,3,60,30,0.8652326196809155,96448.08112775929,77125.55925804687,0.9320225879688054
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,total_power_only,1,60,30,0.8976149814776999,80671.16089443081,59629.94351924278,0.9561057886255601
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,full_spectrogram_pca,1,60,30,0.8663550159228227,92167.20803702704,72786.30186625001,0.9605906804648361
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,1,60,30,0.8798088575989661,87405.01096720423,72090.66279229167,0.9474253670920214
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,total_power_only,2,60,30,0.8910989372310953,91261.8659987718,71216.28306770834,0.9714817894517972
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,full_spectrogram_pca,2,60,30,0.8369268320502592,111677.20585004892,89940.95954124999,0.9669170516520188
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,2,60,30,0.7861274799264234,127894.17911219841,102075.37919552083,0.9503221511390364
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,total_power_only,3,60,30,0.7616138791390293,126615.59351732586,95679.67529980467,0.8869368507562166
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,full_spectrogram_pca,3,60,30,0.8413208002603084,103301.52016639756,91076.69572157551,0.9413632419027034
2025.06.11_0.3_2,reference_SNR=-20,group_kfold,old_style_magnitude_minmax_pca,3,60,30,0.716722956669696,138023.29856554337,119924.50040199218,0.8748318837792072
