experiment_name,role,source_wav_id,heat_flux,q_over_onb,threshold_in_1e9_units,n_peak_pass,n_training_retained_if_applied,n_strong,passing_chunk_indices
2025.07.09_0.3_1,train,index=17.887789,887789.2369537686,2.007803916166988,0.3,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=17.887789,887789.2369537686,2.007803916166988,1.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=17.887789,887789.2369537686,2.007803916166988,3.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=17.887789,887789.2369537686,2.007803916166988,10.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=17.887789,887789.2369537686,2.007803916166988,30.0,60,60,60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
2025.07.09_0.3_1,train,index=2.2424,2424.7546537583808,0.0054837698937025,0.1,1,60,0,52
2025.07.09_0.3_1,train,index=2.2424,2424.7546537583808,0.0054837698937025,0.3,0,60,0,
2025.07.09_0.3_1,train,index=2.2424,2424.7546537583808,0.0054837698937025,1.0,0,60,0,
2025.07.09_0.3_1,train,index=2.2424,2424.7546537583808,0.0054837698937025,3.0,0,60,0,
2025.07.09_0.3_1,train,index=2.2424,2424.7546537583808,0.0054837698937025,10.0,0,60,0,
2025.07.09_0.3_1,train,index=2.2424,2424.7546537583808,0.0054837698937025,30.0,0,60,0,
2025.07.09_0.3_1,train,index=4.59375,59375.42091405184,0.1342820994815738,0.1,11,60,0,23|24|26|28|34|50|51|52|56|58|59
2025.07.09_0.3_1,train,index=4.59375,59375.42091405184,0.1342820994815738,0.3,0,60,0,
2025.07.09_0.3_1,train,index=4.59375,59375.42091405184,0.1342820994815738,1.0,0,60,0,
2025.07.09_0.3_1,train,index=4.59375,59375.42091405184,0.1342820994815738,3.0,0,60,0,
2025.07.09_0.3_1,train,index=4.59375,59375.42091405184,0.1342820994815738,10.0,0,60,0,
2025.07.09_0.3_1,train,index=4.59375,59375.42091405184,0.1342820994815738,30.0,0,60,0,
2025.07.09_0.3_1,train,index=6.187171,187171.7169773235,0.4233032917049646,0.1,10,60,0,0|32|37|38|40|42|43|44|51|54
2025.07.09_0.3_1,train,index=6.187171,187171.7169773235,0.4233032917049646,0.3,0,60,0,
2025.07.09_0.3_1,train,index=6.187171,187171.7169773235,0.4233032917049646,1.0,0,60,0,
2025.07.09_0.3_1,train,index=6.187171,187171.7169773235,0.4233032917049646,3.0,0,60,0,
2025.07.09_0.3_1,train,index=6.187171,187171.7169773235,0.4233032917049646,10.0,0,60,0,
2025.07.09_0.3_1,train,index=6.187171,187171.7169773235,0.4233032917049646,30.0,0,60,0,
2025.07.09_0.3_1,train,index=8.275174,275174.6640882674,0.6223287523535608,0.1,0,60,0,
2025.07.09_0.3_1,train,index=8.275174,275174.6640882674,0.6223287523535608,0.3,0,60,0,
2025.07.09_0.3_1,train,index=8.275174,275174.6640882674,0.6223287523535608,1.0,0,60,0,
2025.07.09_0.3_1,train,index=8.275174,275174.6640882674,0.6223287523535608,3.0,0,60,0,
2025.07.09_0.3_1,train,index=8.275174,275174.6640882674,0.6223287523535608,10.0,0,60,0,
2025.07.09_0.3_1,train,index=8.275174,275174.6640882674,0.6223287523535608,30.0,0,60,0,
