maxfreq,snr,model,axis,group,mean_r2_drop,min_r2_drop,max_r2_drop
maxfreq=22kHz,0,alexnet,frequency,freq_5000_10000Hz,5.228270813790187,3.4581542199070845,8.138747594464856
maxfreq=22kHz,0,alexnet,frequency,freq_512_1000Hz,4.209120733406562,2.442642191673336,7.261787796620676
maxfreq=22kHz,0,alexnet,time,time_1,5.195017090495617,2.3160158912769364,10.882009680173717
maxfreq=22kHz,0,alexnet,time,time_2,11.85805984275296,3.8950255333128654,19.353562856307548
maxfreq=22kHz,0,alexnet,time,time_3,5.308941432092534,0.6513965367605554,8.335535183491473
maxfreq=22kHz,0,alexnet,time,time_4,0.6091246662333569,0.2689721526277641,1.1535875769019543
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_0_256Hz,0.00019335516398490314,1.1893821431296914e-05,0.0005299626580793
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_10000_15000Hz,0.7697116943875804,0.5155322407059711,1.2322784379834075
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_1000_2000Hz,1.1490570527595247,0.6578827072292159,1.805760775652188
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_15000_22000Hz,1.4248493667375566,0.864982972629178,2.249017737925126
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_2000_5000Hz,1.67098675807713,1.4961311145990004,1.943322074361049
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_256_512Hz,0.12435656916783415,-0.0310299265334205,0.3652284706936718
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_5000_10000Hz,0.8589883847594656,0.320663971677437,1.4019183938412134
maxfreq=22kHz,0,cnntf_v2_gap,frequency,freq_512_1000Hz,0.24707253673636265,0.1655167006881056,0.3140917795811119
maxfreq=22kHz,0,cnntf_v2_gap,time,time_1,0.1392417691122152,0.0999607470717767,0.1744237961535318
maxfreq=22kHz,0,cnntf_v2_gap,time,time_2,0.3575008076863009,0.3150178997896099,0.3817941287488964
maxfreq=22kHz,0,cnntf_v2_gap,time,time_3,0.4011985617821165,0.3627972566631239,0.4320589822074397
maxfreq=22kHz,0,cnntf_v2_gap,time,time_4,0.27010018066680147,0.2132889741750178,0.3304670142488121
maxfreq=22kHz,0,rf,frequency,freq_0_256Hz,0.0,0.0,0.0
maxfreq=22kHz,0,rf,frequency,freq_10000_15000Hz,-9.59866196273334e-05,-0.0054924127552985,0.0050060117299333
maxfreq=22kHz,0,rf,frequency,freq_1000_2000Hz,0.0204352348595007,-0.0515895108454143,0.112573477525564
maxfreq=22kHz,0,rf,frequency,freq_15000_22000Hz,0.0007035475626567673,-0.0022220037826778,0.0044164146780413
maxfreq=22kHz,0,rf,frequency,freq_2000_5000Hz,0.4282762745627043,0.3222157150834905,0.5500380758958674
maxfreq=22kHz,0,rf,frequency,freq_256_512Hz,0.0,0.0,0.0
maxfreq=22kHz,0,rf,frequency,freq_5000_10000Hz,0.0017245564698610005,-0.0203756950800407,0.0266717248382825
maxfreq=22kHz,0,rf,frequency,freq_512_1000Hz,0.011630697562050334,-0.0388679745023069,0.075385938029461
maxfreq=22kHz,0,rf,time,time_1,0.030578695328563235,-0.0241309769453687,0.1009260324320899
maxfreq=22kHz,0,rf,time,time_2,0.026139680872063403,-0.0252323026824548,0.0879622273399745
maxfreq=22kHz,0,rf,time,time_3,-0.007252504608200067,-0.068807454987012,0.0324769039237988
maxfreq=22kHz,0,rf,time,time_4,0.027462219762427464,-0.0270632176959317,0.097258262570859
maxfreq=22kHz,no_noise,alexnet,frequency,freq_0_256Hz,-0.0026987989182358663,-0.0048404735895187,-0.0011346061699738
maxfreq=22kHz,no_noise,alexnet,frequency,freq_10000_15000Hz,0.69950254526255,0.0845274730524989,1.4705679009570969
maxfreq=22kHz,no_noise,alexnet,frequency,freq_1000_2000Hz,8.518781906608169,1.82366084154463,20.227986476920336
maxfreq=22kHz,no_noise,alexnet,frequency,freq_15000_22000Hz,0.09356714044463532,0.0585869705855821,0.1361255519670658
maxfreq=22kHz,no_noise,alexnet,frequency,freq_2000_5000Hz,7.467072822667297,3.02507480262466,16.14161111574767
maxfreq=22kHz,no_noise,alexnet,frequency,freq_256_512Hz,0.016501581852272466,-0.0133073800844804,0.0326367754996715
maxfreq=22kHz,no_noise,alexnet,frequency,freq_5000_10000Hz,3.7138497812031646,1.2939637564328654,5.3444630781704205
maxfreq=22kHz,no_noise,alexnet,frequency,freq_512_1000Hz,2.9435176430315373,0.4952957742365932,6.928936392932685
maxfreq=22kHz,no_noise,alexnet,time,time_1,0.8843239184780963,0.4980869610380257,1.625146696967949
maxfreq=22kHz,no_noise,alexnet,time,time_2,2.3042020162216184,0.7858574393722721,4.8185143820009
maxfreq=22kHz,no_noise,alexnet,time,time_3,0.82278649803809,0.3789634478404939,1.453520558296666
maxfreq=22kHz,no_noise,alexnet,time,time_4,0.2567627108539448,0.0318847661624394,0.5787994670599972
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_0_256Hz,0.00025156654524115805,-6.100650349649683e-05,0.0008241887490644
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_10000_15000Hz,0.806958812026397,0.6236477265784041,1.0025278917935558
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_1000_2000Hz,0.5637624388121508,0.509808017080344,0.5942791183630479
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_15000_22000Hz,2.0372803694516604,0.2733397375929727,3.453501456295119
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_2000_5000Hz,1.045925412964247,0.8075713365329378,1.2022895779108025
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_256_512Hz,0.3341766722765746,-0.0153097782222241,0.9304340950873768
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_5000_10000Hz,1.7011763255076406,1.1254722494937308,2.781534529705601
maxfreq=22kHz,no_noise,cnntf_v2_gap,frequency,freq_512_1000Hz,0.26998355472034347,0.1278253298739626,0.4253966021428366
maxfreq=22kHz,no_noise,cnntf_v2_gap,time,time_1,0.1942517638072169,0.1500550111475003,0.2649722937516833
maxfreq=22kHz,no_noise,cnntf_v2_gap,time,time_2,0.4753815269938591,0.424035094554307,0.5321254021175742
maxfreq=22kHz,no_noise,cnntf_v2_gap,time,time_3,0.5440977356624677,0.4300278672429658,0.6236300812318764
maxfreq=22kHz,no_noise,cnntf_v2_gap,time,time_4,0.2522377104715039,0.2412737665201956,0.2645818884135691
maxfreq=22kHz,no_noise,rf,frequency,freq_0_256Hz,0.0,0.0,0.0
maxfreq=22kHz,no_noise,rf,frequency,freq_10000_15000Hz,0.0,0.0,0.0
maxfreq=22kHz,no_noise,rf,frequency,freq_1000_2000Hz,0.028703014204890933,-0.0517154285024676,0.1365427671039304
maxfreq=22kHz,no_noise,rf,frequency,freq_15000_22000Hz,-2.8934474039399305e-05,-8.680342211819791e-05,0.0
maxfreq=22kHz,no_noise,rf,frequency,freq_2000_5000Hz,0.44162895108689,0.3345913316244285,0.5568801230883511
maxfreq=22kHz,no_noise,rf,frequency,freq_256_512Hz,0.0,0.0,0.0
maxfreq=22kHz,no_noise,rf,frequency,freq_5000_10000Hz,-0.00019126681083017733,-0.0006761865376112,0.0001431769866462
maxfreq=22kHz,no_noise,rf,frequency,freq_512_1000Hz,0.011523506346536665,-0.0277278863521861,0.064121219095406
maxfreq=22kHz,no_noise,rf,time,time_1,0.03583511741026037,-0.0092022531712512,0.0998757067897149
maxfreq=22kHz,no_noise,rf,time,time_2,0.022168876823624162,-0.0199633283006528,0.0671200498319112
maxfreq=22kHz,no_noise,rf,time,time_3,-0.011825704954037569,-0.0564815723907271,0.016987761385138
maxfreq=22kHz,no_noise,rf,time,time_4,0.036342508211267735,-0.0172636622325836,0.1060096530858233
maxfreq=3kHz,-20,alexnet,frequency,freq_0_256Hz,0.05165028532449043,0.0350400586420441,0.0663432641562803
maxfreq=3kHz,-20,alexnet,frequency,freq_1000_2000Hz,12.421190725256944,10.932950974516803,14.693053500778491
maxfreq=3kHz,-20,alexnet,frequency,freq_2000_3000Hz,37.8060402430809,6.857082977231364,87.34194351733873
maxfreq=3kHz,-20,alexnet,frequency,freq_256_512Hz,0.28982452587175994,0.0432048809260509,0.5505489439359563
maxfreq=3kHz,-20,alexnet,frequency,freq_512_1000Hz,7.868946474910694,2.914398933836906,10.546146986036186
maxfreq=3kHz,-20,alexnet,time,time_1,8.99201160601907,6.22249685459343,13.071102567878922
maxfreq=3kHz,-20,alexnet,time,time_2,11.407959632319127,8.017251535919593,18.182916693836063
maxfreq=3kHz,-20,alexnet,time,time_3,8.901384214181688,1.8096386064418848,19.87679005032352
maxfreq=3kHz,-20,alexnet,time,time_4,2.851829763657935,0.1502015551362777,7.749626567591936
maxfreq=3kHz,-20,cnntf_v2_gap,frequency,freq_0_256Hz,0.007114006206947634,-0.0006724863752561,0.0146205974929725
maxfreq=3kHz,-20,cnntf_v2_gap,frequency,freq_1000_2000Hz,1.7827804806320018,1.1781817190642232,2.1187508408103968
maxfreq=3kHz,-20,cnntf_v2_gap,frequency,freq_2000_3000Hz,1.1759732442400863,0.2413445744322869,2.115240762563201
maxfreq=3kHz,-20,cnntf_v2_gap,frequency,freq_256_512Hz,0.6641696402715805,0.586381635825164,0.710863361407508
maxfreq=3kHz,-20,cnntf_v2_gap,frequency,freq_512_1000Hz,0.6953640610101872,0.4391319437944718,0.9539486771698836
maxfreq=3kHz,-20,cnntf_v2_gap,time,time_1,0.24989162181600008,0.1906813169508239,0.3632479434510038
maxfreq=3kHz,-20,cnntf_v2_gap,time,time_2,0.7251669646953522,0.5212911858872262,0.8537540642567849
maxfreq=3kHz,-20,cnntf_v2_gap,time,time_3,0.9732883045053841,0.7945097634355535,1.1539527984478175
maxfreq=3kHz,-20,cnntf_v2_gap,time,time_4,0.6249236398811991,0.3332772289287643,1.1027550265016215
maxfreq=3kHz,-20,rf,frequency,freq_0_256Hz,0.0,0.0,0.0
maxfreq=3kHz,-20,rf,frequency,freq_1000_2000Hz,0.0019595051150172998,-0.0068047975758264,0.0079951939808514
maxfreq=3kHz,-20,rf,frequency,freq_2000_3000Hz,0.46791420537697453,0.299837797961445,0.5863798077978056
maxfreq=3kHz,-20,rf,frequency,freq_256_512Hz,-2.446608821971008e-05,-7.339826465913024e-05,0.0
maxfreq=3kHz,-20,rf,frequency,freq_512_1000Hz,0.010140888809394068,-0.0434222420867993,0.0590442913028512
maxfreq=3kHz,-20,rf,time,time_1,0.0072126258486417,-0.0283933940887834,0.0256427775098436
maxfreq=3kHz,-20,rf,time,time_2,0.0083074200621589,-0.017806808407433,0.0338408178561721
maxfreq=3kHz,-20,rf,time,time_3,0.0040412206272327335,-0.0239460275470329,0.0224937722841781
maxfreq=3kHz,-20,rf,time,time_4,0.004525042980512734,-0.0316266326475359,0.0314482748575983
maxfreq=3kHz,0,alexnet,frequency,freq_0_256Hz,0.07680031670478246,0.0265596851897684,0.1194537536372599
maxfreq=3kHz,0,alexnet,frequency,freq_1000_2000Hz,11.381822291923491,6.984223922726773,19.04442473699552
maxfreq=3kHz,0,alexnet,frequency,freq_2000_3000Hz,11.512066247269559,4.249985137396056,16.802468784525193
maxfreq=3kHz,0,alexnet,frequency,freq_256_512Hz,0.18733850622796133,0.0550241856247541,0.3259338883086413
maxfreq=3kHz,0,alexnet,frequency,freq_512_1000Hz,2.172018774575687,2.037263418884244,2.427414294441468
maxfreq=3kHz,0,alexnet,time,time_1,2.297371922936862,1.515892753121315,3.859280894896743
maxfreq=3kHz,0,alexnet,time,time_2,3.240991446361448,1.7106109117310448,4.33290007549973
maxfreq=3kHz,0,alexnet,time,time_3,1.9231791304429153,0.9806948432664492,2.6377222631565087
maxfreq=3kHz,0,alexnet,time,time_4,0.3795093311367381,0.1414579804506447,0.5984617346019816
maxfreq=3kHz,0,cnntf_v2_gap,frequency,freq_0_256Hz,0.014613143351008934,0.0007401043850667,0.0287044703402093
maxfreq=3kHz,0,cnntf_v2_gap,frequency,freq_1000_2000Hz,1.6320606923893994,0.6421994530915095,2.717191522708091
maxfreq=3kHz,0,cnntf_v2_gap,frequency,freq_2000_3000Hz,0.8916348937850773,0.4375730405973915,1.562784121719076
maxfreq=3kHz,0,cnntf_v2_gap,frequency,freq_256_512Hz,1.0436510238179653,0.4778844046623097,1.534895171998136
maxfreq=3kHz,0,cnntf_v2_gap,frequency,freq_512_1000Hz,1.129696099623681,0.5811022943615868,1.8193062486150748
maxfreq=3kHz,0,cnntf_v2_gap,time,time_1,0.20878116917652664,0.1067678184888865,0.3468164359632487
maxfreq=3kHz,0,cnntf_v2_gap,time,time_2,0.6075238741005008,0.3631184676040834,0.9206930726941596
maxfreq=3kHz,0,cnntf_v2_gap,time,time_3,0.7862379936325642,0.4112374214130879,1.190666499010208
maxfreq=3kHz,0,cnntf_v2_gap,time,time_4,0.5864863058049822,0.3505576754066145,0.7733568095830448
maxfreq=3kHz,0,rf,frequency,freq_0_256Hz,0.0,0.0,0.0
maxfreq=3kHz,0,rf,frequency,freq_1000_2000Hz,0.03576172629810063,-0.0372548090715213,0.143125619147984
maxfreq=3kHz,0,rf,frequency,freq_2000_3000Hz,0.4419803404064888,0.2997014313846785,0.5581762436952303
maxfreq=3kHz,0,rf,frequency,freq_256_512Hz,0.0011140458922389667,0.0,0.0033421376767169
maxfreq=3kHz,0,rf,frequency,freq_512_1000Hz,0.020662693372197633,-0.0305048413162026,0.0925917496473688
maxfreq=3kHz,0,rf,time,time_1,0.026572607131239035,-0.0135307173562652,0.0763952136614128
maxfreq=3kHz,0,rf,time,time_2,0.03498551287867703,-0.0183923184245157,0.1043494142145012
maxfreq=3kHz,0,rf,time,time_3,0.0154789505074487,-0.0360283531443964,0.0675804016617905
maxfreq=3kHz,0,rf,time,time_4,0.030944787653461536,-0.0071281404693547,0.0791685848831362
maxfreq=3kHz,no_noise,alexnet,frequency,freq_0_256Hz,0.06646747472725391,0.0411127722144709,0.101845719051571
maxfreq=3kHz,no_noise,alexnet,frequency,freq_1000_2000Hz,17.784870832885098,11.534296956531684,23.71947144208076
maxfreq=3kHz,no_noise,alexnet,frequency,freq_2000_3000Hz,17.47992821743259,5.736775989725676,24.95464884606524
maxfreq=3kHz,no_noise,alexnet,frequency,freq_256_512Hz,0.164913776749227,0.049207765560287,0.253633195606384
maxfreq=3kHz,no_noise,alexnet,frequency,freq_512_1000Hz,4.5359153684128986,3.2099094709100493,5.575213043754739
maxfreq=3kHz,no_noise,alexnet,time,time_1,3.9500983480606866,0.741263579798628,9.66537250652393
maxfreq=3kHz,no_noise,alexnet,time,time_2,7.027098098539174,1.1161617149808176,16.52235224023836
maxfreq=3kHz,no_noise,alexnet,time,time_3,4.47265188344405,0.8544980310995771,10.84396851480792
maxfreq=3kHz,no_noise,alexnet,time,time_4,0.9081482875225856,0.1073736339802736,2.2705551190955138
maxfreq=3kHz,no_noise,cnntf_v2_gap,frequency,freq_0_256Hz,0.011766419819827767,0.000328960723833,0.0267440626480294
maxfreq=3kHz,no_noise,cnntf_v2_gap,frequency,freq_1000_2000Hz,1.2302752493177096,0.4354248580218458,2.6743850996906358
maxfreq=3kHz,no_noise,cnntf_v2_gap,frequency,freq_2000_3000Hz,0.8937385067747728,0.6832239847164242,1.122269902186363
maxfreq=3kHz,no_noise,cnntf_v2_gap,frequency,freq_256_512Hz,1.1491032987530307,0.3772946546845962,2.0819662337577465
maxfreq=3kHz,no_noise,cnntf_v2_gap,frequency,freq_512_1000Hz,0.8256232116824157,0.5886400845398659,1.0397174839899337
maxfreq=3kHz,no_noise,cnntf_v2_gap,time,time_1,0.14483196316505245,0.1046160727923275,0.2219983650398882
maxfreq=3kHz,no_noise,cnntf_v2_gap,time,time_2,0.4930978882709201,0.3408641220546571,0.7260124406434559
maxfreq=3kHz,no_noise,cnntf_v2_gap,time,time_3,0.606395928907138,0.3746069816263434,0.9546624113255052
maxfreq=3kHz,no_noise,cnntf_v2_gap,time,time_4,0.3939656299474657,0.2093079612996053,0.5422114067250469
maxfreq=3kHz,no_noise,rf,frequency,freq_0_256Hz,0.0,0.0,0.0
maxfreq=3kHz,no_noise,rf,frequency,freq_1000_2000Hz,0.031898109847597104,-0.0436136304084052,0.1397855872385802
maxfreq=3kHz,no_noise,rf,frequency,freq_2000_3000Hz,0.4607122207721875,0.2968410441064443,0.5652336521662907
maxfreq=3kHz,no_noise,rf,frequency,freq_256_512Hz,-0.00023637502525743334,-0.0007091250757723,0.0
maxfreq=3kHz,no_noise,rf,frequency,freq_512_1000Hz,0.0094499370606738,-0.0351590292652572,0.0631628256099937
maxfreq=3kHz,no_noise,rf,time,time_1,0.0174758967862113,-0.0218294923916635,0.0660658457657753
maxfreq=3kHz,no_noise,rf,time,time_2,0.0239252564304364,-0.0313510782644194,0.0866554015159439
maxfreq=3kHz,no_noise,rf,time,time_3,0.0108613495712008,-0.0432702856147636,0.0619225333859473
maxfreq=3kHz,no_noise,rf,time,time_4,0.025486815179384833,-0.025673439654509,0.0816901339540338
