seed,snr,model_key,model,region,chunks,r2_matched,rmse_matched,mae_matched,mean_residual_matched,misses_matched,false_alarms_matched,r2_clean_only,rmse_clean_only,mae_clean_only,mean_residual_clean_only,misses_clean_only,false_alarms_clean_only,delta_rmse_matched_minus_clean_only,delta_mae_matched_minus_clean_only,delta_mean_residual_matched_minus_clean_only,delta_misses_matched_minus_clean_only,delta_false_alarms_matched_minus_clean_only
43,0,ensemble__simple_equal,Equal ensemble,all,1080,0.8743450072544764,96528.17081492618,78965.00180480642,-19000.533672363952,116,1,0.8592079850187033,102177.0157010234,76352.77531027024,41565.86319730723,101,1,-5648.844886097213,2612.226494536182,-60566.39686967118,15,0
43,0,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-1.628469324174552,131192.16079463242,121129.59640887617,29015.856377982353,0,1,-3.323183722050321,168251.2404360216,144128.79830612664,144111.84683609277,0,1,-37059.079641389166,-22999.201897250474,-115095.9904581104,0,0
43,0,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-4.970382411378653e+30,129770.22251488971,114548.25072044398,-114220.14303597767,59,0,-2.0822428458275097e+29,26561.08653350203,24271.876068535195,-23264.21529414889,57,0,103209.13598138768,90276.37465190879,-90955.92774182878,2,0
43,0,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.8449854133374693,70238.67741205098,49212.727865032786,-22698.3691545353,58,0,0.8993889788364999,56586.498400137454,48872.40795543607,8792.252181629598,47,0,13652.179011913526,340.31990959671384,-31490.6213361649,11,0
43,0,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8509592262056288,105127.6000668365,84805.53182093047,-4798.81191127425,117,1,0.8082104966098965,119255.0061363879,89841.88522869293,67153.37939051441,104,1,-14127.406069551405,-5036.3534077624645,-71952.19130178867,13,0
43,-4,randomforest,RandomForest,below,480,-0.021175672122542455,81772.38385703939,73702.72072135458,9736.35245895875,0,2,-0.0103303252633417,81336.9949397457,73341.16183463583,9619.1722831775,0,2,435.3889172936906,361.5588867187471,117.18017578125,0,0
43,-4,randomforest,RandomForest,near,60,-6.487026354414017e+30,148252.82529376124,140952.20947270835,-133147.028084375,54,0,-6.800805923490855e+30,151796.00370337768,145622.7502279167,-137743.10842291667,54,0,-3543.178409616434,-4670.540755208349,4596.08033854168,0,0
43,-4,randomforest,RandomForest,above,540,0.6867505794043149,99847.03667538229,79048.13956689816,-77494.0516974537,46,0,0.6890739159507364,99476.07028886033,78748.03490833334,-77156.31683055556,46,0,370.9663865219627,300.1046585648146,-337.7348668981431,0,0
43,-4,randomforest,RandomForest,all,1080,0.8762336119488933,95800.01127829401,80111.5128525349,-41816.81520498824,100,2,0.8763613368144151,95750.56650484288,80060.24217111128,-41955.36564624981,100,2,49.4447734511341,51.270681423615315,138.55044126157009,0,0
43,-4,conformer,Conformer,below,480,-1.2744035354557082,122036.62531967832,110854.67247939167,13102.000153864357,0,0,-6.234772116924553,217655.1044858581,199843.92612432333,199843.92612432333,0,399,-95618.47916617976,-88989.25364493167,-186741.92597045898,0,-399
43,-4,conformer,Conformer,near,60,-3.746570418216998e+30,112667.09516869813,102871.84214822917,-102867.09924322917,59,0,-3.143980846542372e+29,32637.741113979413,27849.314233333324,27849.314233333324,0,0,80029.35405471871,75022.52791489585,-130716.41347656249,59,0
43,-4,conformer,Conformer,above,540,0.841897349468376,70934.84389530112,51906.01956192131,-41603.42312395833,63,0,0.8904788566348125,59039.00457400818,49449.325800092585,24569.6508199074,7,0,11895.839321292944,2456.6937618287266,-66173.07394386573,56,0
43,-4,conformer,Conformer,all,1080,0.8672989345847618,99197.65521286096,80936.85544670303,-20693.43922932997,122,0,0.6917589906820205,151185.2459668141,115091.36974604183,102651.53225594928,7,399,-51987.59075395315,-34154.5142993388,-123344.97148527925,115,-399
43,-4,alexnet,AlexNet,below,480,-1.5617253661606796,129515.78824124121,101979.286302891,86851.99944789102,0,0,-4.292894949797239,186167.15671544813,164214.08764776084,164214.08764776084,0,104,-56651.368474206916,-62234.80134486983,-77362.08819986982,0,-104
43,-4,alexnet,AlexNet,near,60,-1.7522229047210775e+30,77050.38692264655,73653.87756625,-72455.31154791666,58,0,-7.097868605027348e+28,15507.583388445904,12718.077136250004,-5753.640714583345,39,0,61542.80353420064,60935.800429999996,-66701.67083333331,19,0
43,-4,alexnet,AlexNet,above,540,0.8301159263996991,73530.30629793985,61208.807082037034,-9964.480140740745,77,0,0.8821180125531332,61251.08223552978,52871.57008291666,20226.152874305542,36,0,12279.224062410074,8337.236999120374,-30190.63301504629,41,0
43,-4,alexnet,AlexNet,all,1080,0.8585567295646164,102413.0609219757,80020.41287376176,29593.35348714139,135,0,0.7667947398701065,131502.30727462034,100126.3838369215,82777.46868534743,75,104,-29089.246352644637,-20105.970963159736,-53184.11519820604,60,-104
43,-4,ensemble__simple_equal,Equal ensemble,below,480,-0.6184305871687361,102944.57560480273,93298.99055795722,36563.4506869047,0,0,-2.444102364818523,150173.89816492997,125812.73947689276,124559.06201842056,0,1,-47229.32256012724,-32513.74891893554,-87995.61133151586,0,-1
43,-4,ensemble__simple_equal,Equal ensemble,near,60,-3.5631989346514667e+30,109875.32744472192,103746.95276156254,-102823.14629184033,58,0,-5.942290466091132e+29,44870.10500069863,43135.53677305559,-38549.14496805559,54,0,65005.22244402328,60611.41598850695,-64274.00132378474,4,0
43,-4,ensemble__simple_equal,Equal ensemble,above,540,0.8342112532386856,72638.61689819583,54947.39874787812,-43020.651654051006,58,0,0.9224754449324256,49671.7754043389,40627.46356550926,-10786.83771211428,45,0,22966.841493856933,14319.935182368863,-32233.813941936725,13,0
43,-4,ensemble__simple_equal,Equal ensemble,all,1080,0.8918597000829637,89548.43218946883,74703.63699756243,-10972.300315725648,116,0,0.8466858738135781,106624.07777106744,78626.92359321006,47824.5450983489,99,1,-17075.645581598612,-3923.2865956476307,-58796.845414074545,17,-1
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-0.8067990186292977,108770.55679828636,100415.00244282345,24766.690711197367,0,0,-4.005601812104895,181044.1842171066,159702.98855334133,159702.98855334133,0,41,-72273.62741882025,-59287.986110517886,-134936.29784214398,0,-41
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-3.673594728911235e+30,111564.43465993177,104205.46917216151,-103987.21190606247,58,0,-6.901238341905144e+28,15291.273658460626,12828.496445583676,-8224.613275962842,47,0,96273.16100147113,91376.97272657783,-95762.59863009963,11,0
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.838668404590422,71655.5371964366,53340.77610762464,-43669.564596647404,62,0,0.91531865477813,51913.93107525192,44626.731757307,9534.293304580038,39,0,19741.606121184683,8714.044350317636,-53203.85790122744,23,0
43,-4,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8851431400977103,92287.45532569337,77088.47076018727,-16604.431532572788,120,0,0.7851997333374025,126206.46715203824,94005.16614933765,75289.32971622156,86,41,-33919.01182634487,-16916.69538915038,-91893.76124879436,34,-41
43,-8,randomforest,RandomForest,below,480,-0.015707457209679587,81553.15165729921,73580.45052278688,9563.284441380625,0,2,-0.0102826589673075,81335.07622122757,73335.73829947958,9624.595818333752,0,2,218.07543607163825,244.71222330730234,-61.311376953126455,0,0
43,-8,randomforest,RandomForest,near,60,-6.608728598969221e+30,149637.0390349753,142361.63824875,-135061.97561041667,54,0,-6.938935259283206e+30,153329.79858432524,147327.66767583336,-139448.02587083334,54,0,-3692.759549349925,-4966.029427083355,4386.050260416669,0,0
43,-8,randomforest,RandomForest,above,540,0.6864843903576285,99889.45102931325,78895.50192569445,-77432.90106087962,46,0,0.6904329397862637,99258.43271065089,78511.22784814815,-76924.37967777778,45,0,631.0183186623617,384.2740775463026,-508.5213831018482,1,0
43,-8,randomforest,RandomForest,all,1080,0.8760821691294989,95858.60468404621,80059.1533201275,-41969.544979293794,100,2,0.876304221712005,95772.68002433512,80034.14581694463,-41931.70424578685,99,2,85.9246597110905,25.007503182874643,-37.84073350694234,1,0
43,-8,conformer,Conformer,below,480,-1.4208822567085138,125905.08263167545,114938.63116229083,14929.904679637084,0,1,-9.218375443759092,258670.7703424956,244232.32950974003,244232.32950974003,0,480,-132765.68771082017,-129293.6983474492,-229302.42483010294,0,-479
43,-8,conformer,Conformer,near,60,-2.9056090544022746e+30,99219.88915372037,88874.952765625,-86031.43303229166,55,0,-1.6212820730130198e+30,74115.56739672928,71907.68402500001,71907.68402500001,0,0,25104.321756991092,16967.26874062499,-157939.11705729167,55,0
43,-8,conformer,Conformer,above,540,0.8875858669953095,59813.67678668928,40650.12664212963,-29682.005198611114,52,0,0.890551949812558,59019.30030245507,48486.0284049074,39566.43565787036,0,0,794.3764842342061,-7835.901762777772,-69248.44085648147,52,0
43,-8,conformer,Conformer,all,1080,0.873489411697405,96856.24755856587,76346.39676906214,-12985.013465705282,107,1,0.5713610285414117,178283.03917599088,136785.58754150482,132325.79116798632,0,480,-81426.79161742501,-60439.190772442686,-145310.8046336916,107,-479
43,-8,alexnet,AlexNet,below,480,-3.5004917287786803,171666.83992167062,151972.57148047604,69283.69040629559,0,44,-4.295780912540377,186217.90382702075,166459.91717250043,166459.91717250043,0,59,-14551.063905350136,-14487.345692024392,-97176.22676620484,0,-15
43,-8,alexnet,AlexNet,near,60,-1.8724556882224415e+30,79650.02599367144,59387.278291875,-56271.30568854166,51,0,-7.207631236576026e+28,15627.0293133905,11929.910342083336,-2352.5266520833443,37,0,64022.99668028094,47457.36794979167,-53918.77903645831,14,0
43,-8,alexnet,AlexNet,above,540,0.7178729867827378,94757.23454715798,88252.57557775464,-88081.1915846065,60,0,0.9255308084177668,48683.11530339933,41973.72303384259,5484.852295601849,34,0,46074.11924375864,46278.85254391206,-93566.04388020834,26,0
43,-8,alexnet,AlexNet,all,1080,0.7580746720021747,133938.3273420931,114968.94612974864,-16374.02814997974,111,44,0.7759949031339302,128882.26262148347,95631.8197237039,76593.91563268538,71,59,5056.064720609633,19337.126406044743,-92967.94378266513,40,-15
43,-8,ensemble__simple_equal,Equal ensemble,below,480,-1.2303642438767657,120849.35191478775,112112.3513177714,31258.95984243776,0,1,-3.029314977326428,162432.16681945336,140150.64143092054,140105.61416685805,0,2,-41582.8149046656,-28038.290113149138,-108846.65432442029,0,-1
43,-8,ensemble__simple_equal,Equal ensemble,near,60,-3.170543069813166e+30,103644.6706940698,95559.45072569448,-92454.90477708337,55,0,-3.282300180322085e+29,33347.96182984224,31638.72820236114,-23297.622832638925,53,0,70296.70886422756,63920.72252333334,-69157.28194444445,2,0
43,-8,ensemble__simple_equal,Equal ensemble,above,540,0.8037827869352296,79023.9244183298,65271.75490284729,-65065.36594803248,51,0,0.941036109166572,43319.46742079488,35135.46015507716,-10624.36390810193,39,0,35704.45699753492,30136.29474777013,-54441.00203993055,12,0
43,-8,ensemble__simple_equal,Equal ensemble,all,1080,0.8623102783599716,101045.03129885018,87772.44752186062,-23776.19553165965,106,1,0.8283765297184658,112811.2837682911,81614.61116918999,55662.66751829488,92,2,-11766.252469440922,6157.836352670638,-79438.86304995453,14,-1
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-1.3272529554687655,123446.34161336358,114170.11791513387,25800.81918177286,0,1,-4.996973403437143,198162.9642444208,179936.8680211984,179936.8680211984,0,287,-74716.62263105721,-65766.75010606453,-154136.04883942555,0,-286
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-2.96749499488093e+30,100270.95355039522,91199.21163791096,-88825.32066510347,56,0,-1.0432929850786215e+29,18801.10137200352,14076.705438283398,12150.306169427282,11,0,81469.85217839171,77122.50619962756,-100975.62683453075,45,0
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.8498334628257985,69131.60263648424,52766.23513348538,-51516.8607629303,52,0,0.941485247253381,43154.16612403213,36625.35603586481,9624.089253687787,11,0,25977.436512452114,16140.879097620571,-61140.95001661809,41,0
43,-8,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8689054354465432,98595.3752959512,82192.0150644639,-19226.139670960736,108,1,0.7518173768598355,135659.39847087426,99066.658551703,85459.00297901136,22,287,-37064.02317492306,-16874.643487239096,-104685.1426499721,86,-286
43,-12,randomforest,RandomForest,below,480,-0.0393574396609051,82497.14009108748,74531.87793164104,11173.458139297292,0,2,-0.0124447942402841,81422.06348504557,73477.45026237021,9482.883855443126,0,2,1075.0766060419119,1054.4276692708227,1690.5742838541664,0,0
43,-12,randomforest,RandomForest,near,60,-7.060544811080695e+30,154667.56713093715,148888.3625977084,-141575.53850104165,54,0,-6.963301203107816e+30,153598.77005611509,147305.9857110417,-138650.74579270833,53,0,1068.7970748220687,1582.3768866666942,-2924.7927083333198,1,0
43,-12,randomforest,RandomForest,above,540,0.6835973644136638,100348.31586468745,79056.88510814816,-77489.1981962963,45,0,0.6919145834618239,99020.61344462312,78302.52576481483,-76716.5587287037,44,0,1327.7024200643355,754.3593433333299,-772.6394675925985,1,0
43,-12,randomforest,RandomForest,all,1080,0.873387555145243,96895.23029763838,80925.29733467611,-41643.92539740722,99,2,0.8764754697096505,95706.36183504175,79991.57331629648,-41846.48352819426,97,2,1188.868462596627,933.7240183796384,202.55813078703795,2,0
43,-12,conformer,Conformer,below,480,-1.7037363094875597,133057.2659607168,119935.51934228957,3256.65133298729,0,3,-14.313111331947043,316656.3115194473,305210.5454602608,305210.5454602608,0,480,-183599.04555873052,-185275.02611797125,-301953.8941272735,0,-477
43,-12,conformer,Conformer,near,60,-3.353483157124234e+30,106592.8838552855,94526.87229687501,-90675.960896875,55,0,-5.172606853361615e+30,132383.81212203676,131034.42412916668,131034.42412916668,0,0,-25790.92826675126,-36507.551832291676,-221710.38502604168,55,0
43,-12,conformer,Conformer,above,540,0.8704473991376893,64211.54357942227,43936.11761024306,-31556.65621857639,59,0,0.856329152967919,67619.87569160793,59245.36886990741,58541.27304212963,0,0,-3408.332112185657,-15309.25125966435,-90097.92926070602,59,0
43,-12,conformer,Conformer,all,1080,0.8575736254357416,102768.35657811053,80524.2269737433,-19368.48090000913,114,3,0.3550512693833078,218688.9291271089,172551.50598002333,172199.45806613442,0,480,-115920.57254899836,-92027.27900628003,-191567.93896614356,114,-477
43,-12,alexnet,AlexNet,below,480,-1.4654810477429163,127059.53538177491,116590.38096115335,35776.59540087871,0,1,-5.650628015777878,208683.32961925777,192118.75125453167,192118.75125453167,0,429,-81623.79423748286,-75528.37029337832,-156342.15585365298,0,-428
43,-12,alexnet,AlexNet,near,60,-2.7330036632595513e+30,96227.73296191773,88177.15816520833,-87214.58381354166,58,0,-1.738486257418372e+29,24269.776582261173,20014.071062499992,18575.980379166656,5,0,71957.95637965656,68163.08710270833,-105790.56419270832,53,0
43,-12,alexnet,AlexNet,above,540,0.6174476362424526,110340.63700117862,99296.59787800926,-99296.59787800926,61,0,0.9621358741355313,34713.94807341685,29172.088551898152,-10674.057021527782,3,0,75626.68892776177,70124.5093261111,-88622.54085648147,58,0
43,-12,alexnet,AlexNet,all,1080,0.8142066099973213,117376.00701423018,106364.97704202881,-38592.8445282553,119,1,0.7304187368268236,141386.86137701647,101084.04878143538,81081.08206787056,8,429,-24010.854362786282,5280.928260593428,-119673.92659612586,111,-428
43,-12,ensemble__simple_equal,Equal ensemble,below,480,-0.8404749578130388,109779.53453053735,103096.99240520076,16735.56829105442,0,1,-4.3693631738813234,187507.14385801507,168937.39352341185,168937.39352341185,0,78,-77727.60932747772,-65840.4011182111,-152201.82523235743,0,-77
43,-12,ensemble__simple_equal,Equal ensemble,near,60,-4.012531091999911e+30,116597.53062232838,109908.6327135417,-106488.69440381949,55,0,-1.895830211654114e+29,25344.274711824983,16119.4022895139,3653.219571874958,38,0,91253.2559105034,93789.23042402779,-110141.91397569445,17,0
43,-12,ensemble__simple_equal,Equal ensemble,above,540,0.7681608741538335,85898.070247142,69648.47674904713,-69447.48409762738,54,0,0.9611165967700874,35178.083586056935,28281.549863811742,-9616.447569367365,31,0,50719.98666108506,41366.926885235385,-59831.03652826002,23,0
43,-12,ensemble__simple_equal,Equal ensemble,all,1080,0.867830483402714,98998.78226265738,86751.15903869843,-33201.75027522392,109,1,0.7804453406040084,127595.55075969968,90119.58329172856,70478.01886860351,69,78,-28596.7684970423,-3368.424253030127,-103679.76914382743,40,-77
43,-12,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-0.9823875701384974,113933.30920028602,106447.13426913513,14301.192950337172,0,1,-7.254597630467515,232490.056447166,217582.0337652387,217582.0337652387,0,480,-118556.74724687997,-111134.89949610358,-203280.84081490154,0,-479
43,-12,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-3.8256737355090704e+30,113850.28237859784,106572.75562228361,-103114.50292813225,55,0,-7.279032844903935e+29,49661.174548251816,47045.828824691824,47045.828824691824,0,0,64189.10783034602,59526.92679759179,-150160.33175282407,55,0
43,-12,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.7983854799608665,80103.3990617911,62889.453741630496,-62309.24362423254,55,0,0.9674130618999788,32204.1484386532,26157.285583685552,10816.342945462497,0,0,47899.25062313791,36732.16815794494,-73125.58656969503,55,0
43,-12,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.8692212956101704,98476.52546887149,84675.27296944663,-30527.11955241821,110,1,0.6671944513031465,157093.95766403488,112395.42606665396,104724.95474754243,0,480,-58617.43219516339,-27720.153097207338,-135252.07429996063,110,-479
43,-16,randomforest,RandomForest,below,480,-0.021977445315827904,81804.47923643113,73677.55862393271,10416.92763799521,0,2,-0.0988637513602845,84825.87581915857,75184.21663684935,24783.663738255626,0,2,-3021.396582727437,-1506.6580129166396,-14366.736100260416,0,0
43,-16,randomforest,RandomForest,near,60,-7.381529228203643e+30,158144.21845150195,152638.70270187507,-145639.84527187503,54,0,-5.932465593595275e+30,141774.38155361832,135448.87301708333,-126197.21415208332,52,0,16369.836897883622,17189.829684791737,-19442.63111979171,2,0
43,-16,randomforest,RandomForest,above,540,0.6796095194996872,100978.71593594505,79744.84891766205,-78263.45692025463,45,0,0.7048878934732083,96913.33860598425,77157.98382326389,-75571.5645880787,42,0,4065.3773299608,2586.865094398163,-2691.892332175921,3,0
43,-16,randomforest,RandomForest,all,1080,0.8723990993976256,97272.72258490456,81097.93399734973,-42593.085358344724,99,2,0.8784845101638471,94924.87255445542,79519.13669562519,-33781.776974374814,94,2,2347.8500304491463,1578.7973017245386,-8811.30838396991,5,0
43,-16,conformer,Conformer,below,480,-1.2554685245448853,121527.57001075723,96797.58987671912,82379.29015427124,0,1,-21.696270815714083,385508.25409934734,376282.77234828175,376282.77234828175,0,480,-263980.6840885901,-279485.18247156264,-293903.4821940105,0,-479
43,-16,conformer,Conformer,near,60,-1.6655398951596585e+30,75120.36118567864,71275.54442958333,-68621.38342291667,57,0,-1.197373673741925e+31,201416.47915047384,200402.44964999997,200402.44964999997,0,0,-126296.1179647952,-129126.90522041664,-269023.8330729166,57,0
43,-16,conformer,Conformer,above,540,0.8951575589758293,57764.17884286314,43266.9567162963,-38656.50514074075,56,0,0.7526430188298247,88726.25028873647,79744.75872814815,78929.00249814814,0,0,-30962.071445873327,-36477.802011851854,-117585.5076388889,56,0
43,-16,conformer,Conformer,all,1080,0.8847539784547113,92443.66875230178,68614.38188277798,13472.466196921478,113,1,0.0257728371514875,268778.3718683775,218242.63649942147,217834.75838442147,0,480,-176334.70311607572,-149628.25461664348,-204362.2921875,113,-479
43,-16,alexnet,AlexNet,below,480,-0.13391553916384158,86168.15262979134,77457.82999132853,21502.91930466187,0,1,-9.142858837317204,257713.17374883045,244294.24344203167,244294.24344203167,0,480,-171545.0211190391,-166836.41345070314,-222791.3241373698,0,-479
43,-16,alexnet,AlexNet,near,60,-5.810156685217392e+30,140305.29770595214,134197.949050625,-133311.71115729166,58,0,-1.4449242418641384e+30,69968.51975411133,68498.9855875,68498.9855875,0,0,70336.7779518408,65698.963463125,-201810.69674479167,58,0
43,-16,alexnet,AlexNet,above,540,0.838004015188726,71802.93010644829,47911.069826666666,-42566.66995555555,62,0,0.9585352302912764,36327.01144905676,29867.748370370377,-22380.52990925927,0,0,35475.91865739153,18043.32145629629,-20186.140046296285,62,0
43,-16,alexnet,AlexNet,all,1080,0.9059855067854676,83495.2186695766,65836.67874562519,-19132.688128888705,120,1,0.5893614060499699,174499.45861003562,127314.59269206038,101190.45355224556,0,480,-91004.23994045903,-61477.91394643519,-120323.14168113426,120,-479
43,-16,ensemble__simple_equal,Equal ensemble,below,480,-0.29671678714765903,92146.53208928113,80589.63206119832,38099.712365642765,0,1,-7.081312481231093,230036.83237944657,215120.22650952297,215120.22650952297,0,480,-137890.30029016544,-134530.59444832464,-177020.5141438802,0,-479
43,-16,ensemble__simple_equal,Equal ensemble,near,60,-4.5090630829532643e+30,123601.37527567345,118110.01908236115,-115857.64661736116,57,0,-8.363407328360414e+29,53231.876008381805,47568.073695138846,47568.073695138846,0,0,70369.49926729164,70541.94538722231,-163425.7203125,57,0
43,-16,ensemble__simple_equal,Equal ensemble,above,540,0.8328738256621564,72931.01837632895,54472.302677986176,-53162.210672183704,54,0,0.9653270862149176,33218.897287116655,24920.229818757733,-6341.030666396689,0,0,39712.1210892123,29552.072859228443,-46821.18000578701,54,0
43,-16,ensemble__simple_equal,Equal ensemble,all,1080,0.9017978854200676,85334.49476792979,69615.43331521242,-16084.435763437355,111,1,0.673272403328823,155652.8621404903,110711.7752300079,95081.14498743069,0,480,-70318.3673725605,-41096.341914795485,-111165.58075086804,111,-479
43,-16,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-0.21175208735413031,89076.53539809767,78752.4678971042,31465.124550261575,0,1,-11.425588801788344,285242.9487750754,273191.2222013539,273191.2222013539,0,480,-196166.41337697773,-194438.7543042497,-241726.09765109236,0,-479
43,-16,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-5.0589123560008086e+30,130920.82252727503,124999.57747910528,-122918.24022541601,56,0,-3.0558635933104464e+30,101752.9782531964,100563.51800540688,100563.51800540688,0,0,29167.844274078627,24436.059473698406,-223481.7582308229,56,0
43,-16,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.8248908507367186,74652.51801683063,55469.18899072279,-54249.16179253394,55,0,0.962900056253729,34361.86027162763,27743.723660951437,14688.823585683182,0,0,40290.657745202996,27725.465329771352,-68937.98537821713,55,0
43,-16,ensemble__inner_holdout,Inner-holdout ensemble,all,1080,0.9020236102497139,85236.36451907836,69680.11230958023,-19968.87221978494,111,1,0.4966195097514528,193202.34415453597,140877.04492026672,134349.59488263258,0,480,-107965.97963545761,-71196.93261068649,-154318.46710241752,111,-479
43,-20,randomforest,RandomForest,below,480,-0.02655733818105399,81987.573758015,73727.75156445355,11488.481186172292,0,2,-3.637649714641239,174263.08581587017,150471.90593742227,134856.55358200564,0,300,-92275.51205785517,-76744.15437296873,-123368.07239583335,0,-298
43,-20,randomforest,RandomForest,near,60,-7.438390470648066e+30,158752.15656086482,153682.28929041672,-146457.78290208336,54,0,-1.8983958451243943e+30,80199.8460784317,56759.08374020833,-28496.55568854168,18,0,78552.31048243312,96923.2055502084,-117961.22721354169,36,0
43,-20,randomforest,RandomForest,above,540,0.6821802612584759,100572.78467280314,79667.9698212037,-78050.35045324074,44,0,0.7782666150769162,84005.08689276027,67838.2051195602,-66241.51389363426,13,0,16567.697780042872,11829.764701643508,-11808.836559606483,31,0
43,-20,randomforest,RandomForest,all,1080,0.8726266888401798,97185.93587383334,81139.77945538213,-42055.727082881756,98,2,0.7655860751918993,131842.64432991925,103948.787628646,25232.347106933063,31,300,-34656.70845608591,-22809.008173263865,-67288.07418981483,67,-298
43,-20,conformer,Conformer,below,480,-0.8026563991520457,108645.79095562718,92460.57853682007,47925.68957036824,0,1,-30.731044154848348,455825.4930492886,448052.8772961984,448052.8772961984,0,480,-347179.7020936614,-355592.2987593783,-400127.1877258301,0,-479
43,-20,conformer,Conformer,near,60,-3.2714174335129214e+30,105280.54616893947,98747.92867708333,-91670.34227708333,55,0,-2.1840437617557545e+31,272026.2505312563,271133.58610833326,271133.58610833326,0,0,-166745.70436231684,-172385.6574312499,-362803.92838541657,55,0
43,-20,conformer,Conformer,above,540,0.8542773088889866,68101.02261569847,46790.86249590279,-41102.85987164352,60,0,0.5465447138789232,120131.60417372572,102947.98521138888,100455.39711620368,0,0,-52030.58155802725,-56157.12271548609,-141558.2569878472,60,0
43,-20,conformer,Conformer,all,1080,0.889676217958945,90447.95927688529,69975.01774637605,-4343.920253273836,115,1,-0.398084686703521,321981.51627239626,265671.5817433567,264425.28769576404,0,480,-231533.55699551097,-195696.56399698067,-268769.2079490379,115,-479
43,-20,alexnet,AlexNet,below,480,-0.2433770326999043,90231.43186796374,78562.46054809628,12165.113737747002,0,2,-13.997982228924691,313381.13275423704,302419.90607224003,302419.90607224003,0,480,-223149.7008862733,-223857.44552414375,-290254.792334493,0,-478
43,-20,alexnet,AlexNet,near,60,-6.271664223756757e+30,145771.13886689697,135208.84755322916,-131353.2575765625,58,0,-4.7533519540908834e+30,126905.40910474364,126052.28142083334,126052.28142083334,0,0,18865.729762153336,9156.56613239582,-257405.53899739584,58,0
43,-20,alexnet,AlexNet,above,540,0.5970008683340882,113251.01346407954,103726.37658937501,-103376.76806030094,65,0,0.8889324638297935,59454.346642950215,51337.103772962975,-24898.64391388889,0,0,53796.66682112933,52389.272816412034,-78478.12414641204,65,0
43,-20,alexnet,AlexNet,all,1080,0.8487997087419199,105886.48107967801,94291.4400690208,-53579.070012071934,123,2,0.3754797883805959,215197.6135508081,167080.30355307888,128962.42970965296,0,480,-109311.1324711301,-72788.86348405808,-182541.4997217249,123,-478
43,-20,ensemble__simple_equal,Equal ensemble,below,480,-0.22455919394177348,89546.02671754408,80137.04585453682,23859.76149809584,0,1,-13.43883548312219,307483.99337084725,295109.7789834813,295109.7789834813,0,480,-217937.96665330319,-214972.73312894447,-271250.01748538547,0,-479
43,-20,ensemble__simple_equal,Equal ensemble,near,60,-5.31106150855625e+30,134143.86430457816,128358.6738810764,-123160.46091857641,55,0,-4.742061991399949e+30,126754.6092990404,122896.4372802083,122896.4372802083,0,0,7389.255005537765,5462.236600868113,-246056.8981987847,55,0
43,-20,ensemble__simple_equal,Equal ensemble,above,540,0.7480135474758576,89552.69049966527,74444.53838228401,-74176.65946172846,55,0,0.922857545257466,49549.21394093015,38681.760849220685,3105.079769560103,0,0,40003.47655873512,35762.77753306332,-77281.73923128856,55,0
43,-20,ensemble__simple_equal,Equal ensemble,all,1080,0.8843833564347945,92592.19517123868,79969.77145321817,-33326.239116075885,110,1,0.4047332380451564,210097.08097716997,157328.36204394692,139540.02150411665,0,480,-117504.88580593129,-77358.59059072875,-172866.26062019254,110,-479
43,-20,ensemble__inner_holdout,Inner-holdout ensemble,below,480,-0.19140877111702226,88325.64655669514,79224.10699542295,21732.60640324216,0,1,-18.12420962615644,353873.60996127233,343942.8151921578,343942.8151921578,0,480,-265547.9634045772,-264718.7081967349,-322210.20878891565,0,-479
43,-20,ensemble__inner_holdout,Inner-holdout ensemble,near,60,-5.538399432147184e+30,136984.7698699848,131091.34513735908,-126015.96731044007,55,0,-8.551956248017599e+30,170220.90007455813,169016.58226614233,169016.58226614233,0,0,-33236.13020457333,-37925.23712878325,-295032.5495765824,55,0
43,-20,ensemble__inner_holdout,Inner-holdout ensemble,above,540,0.7344969186287166,91923.13446336024,77211.51854504539,-76966.80390736552,55,0,0.887680378089847,59788.52761461421,46552.37709135458,24128.922172247923,0,0,32134.60684874603,30659.141453690805,-101095.72607961345,55,0
