run,experiment,maxfreq,snr,fold,model,source_csv,sample_id,val_local_index,y_true,y_pred,abs_error,method,attribution_units,attribution_sum,output_delta_from_baseline,completeness_error,completeness_relative_error,deletion_prediction_auc,deletion_linear_auc,deletion_area_between_curve,insertion_prediction_auc,insertion_linear_auc,insertion_area_between_curve,top_frequency_bin,top_frequency_hz,top_time_frame,top_time_s
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,near_onb_above_val0060,60,442169.29243200656,463028.1875,20858.895067993435,integrated_gradients,heat_flux,-4849436.0,16009.71875,-4865445.71875,303.90575841627447,1084022.48828125,455023.46875,628999.01953125,840888.15390625,455023.46875,385864.68515625,9,933.0357142857143,138,0.6183035714285714
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,false_negative_val0061,61,442169.29243200656,392393.125,49776.167432006565,integrated_gradients,heat_flux,-4181304.25,-54625.34375,-4126678.90625,75.54513386929487,1158687.80859375,419706.0,738981.80859375,808201.09453125,419706.0,388495.09453124995,10,1031.25,138,0.6183035714285714
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,worst_prediction_val0007,7,187171.7169773235,-1667.691650390625,188839.40862771412,integrated_gradients,heat_flux,-6069618.0,-448686.1604003906,-5620931.839599609,12.527535582073005,1190412.126852417,222674.80267333984,967737.324179077,810864.81461792,222674.80267333984,588190.0119445801,10,1031.25,138,0.6183035714285714
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/alexnet/explainability_summary.csv,high_heatflux_val0180,180,887789.2369537686,736993.9375,150795.29945376865,integrated_gradients,heat_flux,-8174210048.0,289975.46875,-8174500023.46875,28190.315748799872,1918986.234375,592006.828125,1326979.40625,2018007.26484375,592006.828125,1426000.43671875,23,2308.035714285714,158,0.7075892857142857
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,near_onb_below_val0000,0,187171.7169773235,52215.98828125,134955.7286960735,integrated_gradients,heat_flux,-1402840.125,-283313.79296875,-1119526.33203125,3.95154192918075,348895.2948242187,193930.349609375,154964.94521484373,333185.8748046875,193930.349609375,139255.5251953125,5,540.1785714285714,157,0.703125
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,near_onb_above_val0060,60,442169.29243200656,457585.40625,15416.113817993435,integrated_gradients,heat_flux,170384.46875,122055.625,48328.84375,0.39595752960996267,330256.778125,396560.578125,-66303.79999999999,450185.840625,396560.578125,53625.26250000001,5,540.1785714285714,46,0.20758928571428573
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,false_negative_val0062,62,442169.29243200656,417496.3125,24672.979932006565,integrated_gradients,heat_flux,-55162.95703125,81966.53125,-137129.48828125,1.6729936742473777,327227.88203125,376490.21875,-49262.33671875001,443054.09140625,376490.21875,66563.87265625002,5,540.1785714285714,96,0.43080357142857145
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,worst_prediction_val0016,16,187171.7169773235,25781.384765625,161390.3322116985,integrated_gradients,heat_flux,-1558951.25,-309748.396484375,-1249202.853515625,4.032959872251155,329387.7744140625,180677.33203125,148710.4423828125,344349.9875,180677.33203125,163672.65546875,5,540.1785714285714,102,0.4575892857142857
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold2,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold2/cnntf_v2_gap/explainability_summary.csv,high_heatflux_val0180,180,887789.2369537686,787084.8125,100704.42445376865,integrated_gradients,heat_flux,18692954112.0,451555.03125,18692502556.96875,41395.84605053329,535994.33671875,561309.796875,-25315.460156250047,594165.96484375,561309.796875,32856.16796875,23,2308.035714285714,158,0.7075892857142857
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,near_onb_below_val0000,0,383287.35455980786,204712.90625,178574.44830980786,integrated_gradients,heat_flux,-1143441.0,-389654.40625,-753786.59375,1.9345003717637288,1377511.686328125,399540.0703125,977971.616015625,820524.76484375,399540.0703125,420984.69453125005,10,1031.25,34,0.15401785714285715
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,near_onb_above_val0060,60,571694.2524911674,566561.0625,5133.189991167397,integrated_gradients,heat_flux,-927149312.0,-27806.25,-927121505.75,33342.19845358508,1291352.24375,580464.34375,710887.8999999999,1119864.4703125,580464.34375,539400.1265624999,23,2308.035714285714,156,0.6986607142857143
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,false_negative_val0062,62,571694.2524911674,434055.5,137638.7524911674,integrated_gradients,heat_flux,-854156.1875,-160311.8125,-693844.375,4.328092635095121,1422841.22109375,514211.890625,908629.3304687501,888236.746875,514211.890625,374024.85624999995,5,540.1785714285714,56,0.25223214285714285
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,worst_prediction_val0054,54,383287.35455980786,94330.6640625,288956.69049730786,integrated_gradients,heat_flux,-2279090.75,-500036.6484375,-1779054.1015625,3.557847424027092,1336046.44921875,344348.890625,991697.55859375,831787.29375,344348.890625,487438.40312499995,10,1031.25,17,0.078125
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,alexnet,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/alexnet/explainability_summary.csv,low_heatflux_val0120,120,59375.420914051836,151455.921875,92080.50096094816,integrated_gradients,heat_flux,-2649547.0,-442911.390625,-2206635.609375,4.98211528554544,1456297.245703125,372911.5703125,1083385.675390625,947735.75859375,372911.5703125,574824.18828125,10,1031.25,17,0.078125
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,near_onb_below_val0000,0,383287.35455980786,309632.6875,73654.66705980786,integrated_gradients,heat_flux,881937.75,-132670.5625,1014608.3125,7.6475767749910615,544437.85859375,375987.671875,168450.18671875005,543784.36328125,375987.671875,167796.69140625,5,540.1785714285714,183,0.8191964285714286
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,near_onb_above_val0060,60,571694.2524911674,666633.3125,94939.0600088326,integrated_gradients,heat_flux,1893405696.0,224330.0625,1893181365.9375,8439.267322619768,587178.1015625,554449.90625,32728.1953125,673920.090625,554449.90625,119470.18437499995,23,2308.035714285714,155,0.6941964285714286
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,worst_prediction_val0045,45,383287.35455980786,179316.1875,203971.16705980786,integrated_gradients,heat_flux,658536.4375,-262987.0625,921523.5,3.5040640069509124,542404.278515625,310806.8828125,231597.39570312505,452567.04609375,310806.8828125,141760.16328125,7,736.6071428571429,166,0.7433035714285714
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,low_heatflux_val0120,120,59375.420914051836,222714.0625,163338.64158594818,integrated_gradients,heat_flux,312380.03125,-219589.1875,531969.21875,2.4225656317891335,550036.987890625,332450.0703125,217586.91757812502,517748.62734375,332450.0703125,185298.55703124998,5,540.1785714285714,22,0.10044642857142858
20260908_selected_log_architecture,2025.07.09_0.3_1,maxfreq=22kHz,no_noise,fold3,cnntf_v2_gap,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/explainability/fold3/cnntf_v2_gap/explainability_summary.csv,high_heatflux_val0180,180,802409.6877461649,769316.75,33092.937746164855,integrated_gradients,heat_flux,-9036233728.0,327013.5,-9036560741.5,27633.601491987334,657484.1546875,605807.5,51676.65468749998,703064.078125,605807.5,97256.578125,23,2308.035714285714,161,0.7209821428571429
