snr,fold,model,sample_id,method,randomized_layer,original_prediction,randomized_prediction,pearson_abs_map,cosine_abs_map,relative_l1_abs_map
-20,1,alexnet,near_onb_above_val0180,integrated_gradients,output,346274.40625,454815.71875,0.691524219441687,0.6995982377911891,0.741584486372158
-20,1,alexnet,false_negative_val0230,integrated_gradients,output,187929.921875,463621.46875,0.6520776236852255,0.6600925772128947,0.7673658292505966
-20,1,alexnet,worst_prediction_val0137,integrated_gradients,output,26087.369140625,470739.125,0.7501503103257933,0.7531767692864595,0.7219210307924341
-20,1,alexnet,low_heatflux_val0060,integrated_gradients,output,118654.7734375,465526.15625,0.5812336755660047,0.592132371889639,0.7911709871151354
-20,2,cnntf_v2_gap,near_onb_below_val0060,integrated_gradients,output,122471.53125,1155656.5,0.6370735103330283,0.6474215257958847,0.7918536404533189
-20,2,cnntf_v2_gap,near_onb_above_val0120,integrated_gradients,output,402714.5625,1105727.75,0.6471940209909428,0.6548696184473309,0.7609931119343734
-20,2,cnntf_v2_gap,worst_prediction_val0064,integrated_gradients,output,33020.3671875,1120463.875,0.6981850360781751,0.7057924331891873,0.8162318868566123
-20,2,cnntf_v2_gap,low_heatflux_val0180,integrated_gradients,output,106542.5703125,1142499.875,0.6372138113208456,0.647556017304744,0.7916741127258748
-20,2,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,780178.375,1179291.25,0.678180577965854,0.6825340320173229,0.744857381264124
-20,2,alexnet,near_onb_below_val0060,integrated_gradients,output,117903.9296875,409610.78125,0.6508132342080607,0.6565060704222293,0.7820448818074436
-20,2,alexnet,near_onb_above_val0120,integrated_gradients,output,415392.6875,393418.65625,0.6607890462286004,0.6650212387715755,0.7829263840898744
-20,2,alexnet,false_negative_val0152,integrated_gradients,output,366347.1875,409193.65625,0.61565522266959,0.6227479686615272,0.7790980321106532
-20,2,alexnet,worst_prediction_val0090,integrated_gradients,output,-43775.140625,427063.59375,0.7186078581265627,0.7234457608053603,0.7696640790975374
-20,2,alexnet,low_heatflux_val0180,integrated_gradients,output,177553.796875,408908.375,0.6506471865491812,0.6563565615766455,0.782111802747841
-20,3,cnntf_v2_gap,near_onb_below_val0180,integrated_gradients,output,277825.625,-557394.5625,0.6238615119034279,0.6369014055374123,0.8745932949307552
-20,3,cnntf_v2_gap,near_onb_above_val0240,integrated_gradients,output,455519.375,-537041.4375,0.6063921540782885,0.6107118888730704,0.8730064427142217
-20,3,cnntf_v2_gap,worst_prediction_val0031,integrated_gradients,output,222883.828125,-619283.25,0.6355119085695218,0.6437883396136845,0.8629635194750064
-20,3,cnntf_v2_gap,low_heatflux_val0000,integrated_gradients,output,145538.484375,-531564.25,0.6242188201711557,0.6367783394286631,0.8745320269641246
-20,3,cnntf_v2_gap,high_heatflux_val0300,integrated_gradients,output,733986.1875,-460825.59375,0.6441672530239081,0.6479735520314063,0.9144419011003815
-20,3,alexnet,near_onb_below_val0180,integrated_gradients,output,242138.140625,459386.09375,0.5700629790908963,0.580960476038061,0.8435931169777483
-20,3,alexnet,near_onb_above_val0240,integrated_gradients,output,493462.9375,455737.59375,0.5355982179803404,0.5407803252511942,0.8093967935701507
-20,3,alexnet,worst_prediction_val0233,integrated_gradients,output,23271.93359375,464813.40625,0.43816275346104305,0.44376473585766646,0.8459193251002806
-20,3,alexnet,low_heatflux_val0000,integrated_gradients,output,103637.9453125,460062.28125,0.5710627002241487,0.5812861622913954,0.8447427220197828
-20,3,alexnet,high_heatflux_val0300,integrated_gradients,output,704913.5,451837.25,0.708341873395337,0.7115048337415416,0.7537403586157043
